area,cabang,sku,periode,qty,event_flag,event_flag_lag1,holiday_count,holiday_count_lag1,rainfall_lag1,is_train,is_test,imputed,spike_flag,sample_weight,month,year,qtr
1B,05A,DKLM350C,2022-06-01,1221.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
1B,05A,DKLM350C,2022-07-01,678.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
1B,05A,DKLM350C,2022-08-01,1104.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
1B,05A,DKLM350C,2022-09-01,912.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
1B,05A,DKLM350C,2022-10-01,1152.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
1B,05A,DKLM350C,2022-11-01,780.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
1B,05A,DKLM350C,2022-12-01,720.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
1B,05A,DKLM350C,2023-01-01,916.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
1B,05A,DKLM350C,2023-02-01,1128.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
1B,05A,DKLM350C,2023-03-01,588.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
1B,05A,DKLM350C,2023-04-01,680.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
1B,05A,DKLM350C,2023-05-01,828.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
1B,05A,DKLM350C,2023-06-01,840.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
1B,05A,DKLM350C,2023-07-01,504.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
1B,05A,DKLM350C,2023-08-01,900.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
1B,05A,DKLM350C,2023-09-01,648.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
1B,05A,DKLM350C,2023-10-01,786.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
1B,05A,DKLM350C,2023-11-01,788.0,1,0.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
1B,05A,DKLM350C,2023-12-01,914.0,0,1.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
1B,05A,DKLM350C,2024-01-01,744.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
1B,05A,DKLM350C,2024-02-01,1100.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
1B,05A,DKLM350C,2024-03-01,732.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
1B,05A,DKLM350C,2024-04-01,408.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
1B,05A,DKLM350C,2024-05-01,516.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
1B,05A,DOPQ001K009,2021-01-01,1128.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
1B,05A,DOPQ001K009,2021-02-01,884.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
1B,05A,DOPQ001K009,2021-03-01,1530.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
1B,05A,DOPQ001K009,2021-04-01,1252.0,1,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
1B,05A,DOPQ001K009,2021-05-01,761.0,0,1.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
1B,05A,DOPQ001K009,2021-06-01,1143.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
1B,05A,DOPQ001K009,2021-07-01,711.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
1B,05A,DOPQ001K009,2021-08-01,1557.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
1B,05A,DOPQ001K009,2021-09-01,1290.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
1B,05A,DOPQ001K009,2021-10-01,879.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
1B,05A,DOPQ001K009,2021-11-01,1135.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
1B,05A,DOPQ001K009,2021-12-01,1765.0,1,0.0,1,0.0,0.0,1,0,0,1,0.8,12,2021,4
1B,05A,DOPQ001K009,2022-01-01,855.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
1B,05A,DOPQ001K009,2022-02-01,1095.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
1B,05A,DOPQ001K009,2022-03-01,786.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
1B,05A,DOPQ001K009,2022-04-01,1182.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
1B,05A,DOPQ001K009,2022-05-01,645.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
1B,05A,DOPQ001K009,2022-06-01,1215.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
1B,05A,DOPQ001K009,2022-07-01,621.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
1B,05A,DOPQ001K009,2022-08-01,997.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
1B,05A,DOPQ001K009,2022-09-01,1071.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
1B,05A,DOPQ001K009,2022-10-01,1146.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
1B,05A,DOPQ001K009,2022-11-01,1032.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
1B,05A,DOPQ001K009,2022-12-01,1248.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
1B,05A,DOPQ001K009,2023-01-01,1086.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
1B,05A,DOPQ001K009,2023-02-01,843.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
1B,05A,DOPQ001K009,2023-03-01,834.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
1B,05A,DOPQ001K009,2023-04-01,936.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
1B,05A,DOPQ001K009,2023-05-01,951.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
1B,05A,DOPQ001K009,2023-06-01,1068.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
1B,05A,DOPQ001K009,2023-07-01,726.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
1B,05A,DOPQ001K009,2023-08-01,1188.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
1B,05A,DOPQ001K009,2023-09-01,567.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
1B,05A,DOPQ001K009,2023-10-01,731.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
1B,05A,DOPQ001K009,2023-11-01,654.0,1,0.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
1B,05A,DOPQ001K009,2023-12-01,819.0,0,1.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
1B,05A,DOPQ001K009,2024-01-01,945.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
1B,05A,DOPQ001K009,2024-02-01,1037.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
1B,05A,DOPQ001K009,2024-03-01,771.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
1B,05A,DOPQ001K009,2024-04-01,897.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
1B,05A,DOPQ001K009,2024-05-01,717.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
1B,05A,DOPQ004K009,2021-01-01,666.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
1B,05A,DOPQ004K009,2021-02-01,704.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
1B,05A,DOPQ004K009,2021-03-01,838.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
1B,05A,DOPQ004K009,2021-04-01,926.0,1,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
1B,05A,DOPQ004K009,2021-05-01,702.0,0,1.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
1B,05A,DOPQ004K009,2021-06-01,845.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
1B,05A,DOPQ004K009,2021-07-01,584.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
1B,05A,DOPQ004K009,2021-08-01,920.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
1B,05A,DOPQ004K009,2021-09-01,808.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
1B,05A,DOPQ004K009,2021-10-01,929.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
1B,05A,DOPQ004K009,2021-11-01,852.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
1B,05A,DOPQ004K009,2021-12-01,1334.0,1,0.0,1,0.0,0.0,1,0,0,1,0.8,12,2021,4
1B,05A,DOPQ004K009,2022-01-01,622.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
1B,05A,DOPQ004K009,2022-02-01,1010.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
1B,05A,DOPQ004K009,2022-03-01,744.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
1B,05A,DOPQ004K009,2022-04-01,940.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
1B,05A,DOPQ004K009,2022-05-01,428.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
1B,05A,DOPQ004K009,2022-06-01,924.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
1B,05A,DOPQ004K009,2022-07-01,502.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
1B,05A,DOPQ004K009,2022-08-01,678.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
1B,05A,DOPQ004K009,2022-09-01,804.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
1B,05A,DOPQ004K009,2022-10-01,766.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
1B,05A,DOPQ004K009,2022-11-01,824.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
1B,05A,DOPQ004K009,2022-12-01,860.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
1B,05A,DOPQ004K009,2023-01-01,788.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
1B,05A,DOPQ004K009,2023-02-01,758.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
1B,05A,DOPQ004K009,2023-03-01,816.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
1B,05A,DOPQ004K009,2023-04-01,777.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
1B,05A,DOPQ004K009,2023-05-01,612.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
1B,05A,DOPQ004K009,2023-06-01,1068.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
1B,05A,DOPQ004K009,2023-07-01,636.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
1B,05A,DOPQ004K009,2023-08-01,776.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
1B,05A,DOPQ004K009,2023-09-01,476.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
1B,05A,DOPQ004K009,2023-10-01,600.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
1B,05A,DOPQ004K009,2023-11-01,546.0,1,0.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
1B,05A,DOPQ004K009,2023-12-01,662.0,0,1.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
1B,05A,DOPQ004K009,2024-01-01,696.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
1B,05A,DOPQ004K009,2024-02-01,848.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
1B,05A,DOPQ004K009,2024-03-01,926.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
1B,05A,DOPQ004K009,2024-04-01,786.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
1B,05A,DOPQ004K009,2024-05-01,500.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
1B,05A,FIJK250C,2021-01-01,990.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
1B,05A,FIJK250C,2021-02-01,881.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
1B,05A,FIJK250C,2021-03-01,991.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
1B,05A,FIJK250C,2021-04-01,727.0,1,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
1B,05A,FIJK250C,2021-05-01,696.0,0,1.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
1B,05A,FIJK250C,2021-06-01,980.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
1B,05A,FIJK250C,2021-07-01,1028.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
1B,05A,FIJK250C,2021-08-01,1064.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
1B,05A,FIJK250C,2021-09-01,969.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
1B,05A,FIJK250C,2021-10-01,662.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
1B,05A,FIJK250C,2021-11-01,1010.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
1B,05A,FIJK250C,2021-12-01,821.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
1B,05A,FIJK250C,2022-01-01,725.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
1B,05A,FIJK250C,2022-02-01,890.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
1B,05A,FIJK250C,2022-03-01,924.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
1B,05A,FIJK250C,2022-04-01,682.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
1B,05A,FIJK250C,2022-05-01,582.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
1B,05A,FIJK250C,2022-06-01,732.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
1B,05A,FIJK250C,2022-07-01,570.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
1B,05A,FIJK250C,2022-08-01,726.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
1B,05A,FIJK250C,2022-09-01,739.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
1B,05A,FIJK250C,2022-10-01,846.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
1B,05A,FIJK250C,2022-11-01,642.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
1B,05A,FIJK250C,2022-12-01,534.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
1B,05A,FIJK250C,2023-01-01,570.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
1B,05A,FIJK250C,2023-02-01,702.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
1B,05A,FIJK250C,2023-03-01,576.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
1B,05A,FIJK250C,2023-04-01,522.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
1B,05A,FIJK250C,2023-05-01,1044.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
1B,05A,FIJK250C,2023-06-01,598.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
1B,05A,FIJK250C,2023-07-01,540.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
1B,05A,FIJK250C,2023-08-01,714.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
1B,05A,FIJK250C,2023-09-01,636.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
1B,05A,FIJK250C,2023-10-01,643.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
1B,05A,FIJK250C,2023-11-01,758.0,1,0.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
1B,05A,FIJK250C,2023-12-01,705.0,0,1.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
1B,05A,FIJK250C,2024-01-01,837.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
1B,05A,FIJK250C,2024-02-01,702.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
1B,05A,FIJK250C,2024-03-01,866.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
1B,05A,FIJK250C,2024-04-01,582.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
1B,05A,FIJK250C,2024-05-01,727.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
1B,05A,FSTU001KSW,2021-01-01,2337.0,0,,1,,0.0,1,0,0,1,0.8,1,2021,1
1B,05A,FSTU001KSW,2021-02-01,1547.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
1B,05A,FSTU001KSW,2021-03-01,1579.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
1B,05A,FSTU001KSW,2021-04-01,1458.0,1,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
1B,05A,FSTU001KSW,2021-05-01,2003.0,0,1.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
1B,05A,FSTU001KSW,2021-06-01,1332.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
1B,05A,FSTU001KSW,2021-07-01,1330.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
1B,05A,FSTU001KSW,2021-08-01,1576.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
1B,05A,FSTU001KSW,2021-09-01,1494.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
1B,05A,FSTU001KSW,2021-10-01,983.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
1B,05A,FSTU001KSW,2021-11-01,1806.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
1B,05A,FSTU001KSW,2021-12-01,1116.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
1B,05A,FSTU001KSW,2022-01-01,1056.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
1B,05A,FSTU001KSW,2022-02-01,936.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
1B,05A,FSTU001KSW,2022-03-01,1170.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
1B,05A,FSTU001KSW,2022-04-01,2119.0,0,1.0,2,1.0,0.0,1,0,0,1,0.8,4,2022,2
1B,05A,FSTU001KSW,2022-05-01,1104.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
1B,05A,FSTU001KSW,2022-06-01,1338.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
1B,05A,FSTU001KSW,2022-07-01,876.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
1B,05A,FSTU001KSW,2022-08-01,1194.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
1B,05A,FSTU001KSW,2022-09-01,1353.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
1B,05A,FSTU001KSW,2022-10-01,996.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
1B,05A,FSTU001KSW,2022-11-01,936.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
1B,05A,FSTU001KSW,2022-12-01,678.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
1B,05A,FSTU001KSW,2023-01-01,852.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
1B,05A,FSTU001KSW,2023-02-01,714.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
1B,05A,FSTU001KSW,2023-03-01,930.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
1B,05A,FSTU001KSW,2023-04-01,1284.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
1B,05A,FSTU001KSW,2023-05-01,888.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
1B,05A,FSTU001KSW,2023-06-01,1314.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
1B,05A,FSTU001KSW,2023-07-01,1050.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
1B,05A,FSTU001KSW,2023-08-01,1026.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
1B,05A,FSTU001KSW,2023-09-01,639.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
1B,05A,FSTU001KSW,2023-10-01,798.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
1B,05A,FSTU001KSW,2023-11-01,945.0,1,0.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
1B,05A,FSTU001KSW,2023-12-01,522.0,0,1.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
1B,05A,FSTU001KSW,2024-01-01,888.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
1B,05A,FSTU001KSW,2024-02-01,549.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
1B,05A,FSTU001KSW,2024-03-01,1053.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
1B,05A,FSTU001KSW,2024-04-01,810.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
1B,05A,FSTU001KSW,2024-05-01,624.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
2,13A,BBCD005KSW,2021-01-01,1948.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
2,13A,BBCD005KSW,2021-02-01,2980.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
2,13A,BBCD005KSW,2021-03-01,5614.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
2,13A,BBCD005KSW,2021-04-01,3257.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
2,13A,BBCD005KSW,2021-05-01,1574.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
2,13A,BBCD005KSW,2021-06-01,3196.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
2,13A,BBCD005KSW,2021-07-01,3680.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
2,13A,BBCD005KSW,2021-08-01,3422.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
2,13A,BBCD005KSW,2021-09-01,5650.0,0,0.0,0,2.0,0.0,1,0,0,1,0.8,9,2021,3
2,13A,BBCD005KSW,2021-10-01,2711.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
2,13A,BBCD005KSW,2021-11-01,5832.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
2,13A,BBCD005KSW,2021-12-01,3070.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
2,13A,BBCD005KSW,2022-01-01,1764.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
2,13A,BBCD005KSW,2022-02-01,4825.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
2,13A,BBCD005KSW,2022-03-01,2910.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
2,13A,BBCD005KSW,2022-04-01,3588.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
2,13A,BBCD005KSW,2022-05-01,1272.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
2,13A,BBCD005KSW,2022-06-01,6456.0,1,0.0,1,8.0,0.0,1,0,0,1,0.8,6,2022,2
2,13A,BBCD005KSW,2022-07-01,1099.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
2,13A,BBCD005KSW,2022-08-01,2675.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
2,13A,BBCD005KSW,2022-09-01,1636.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
2,13A,BBCD005KSW,2022-10-01,3404.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
2,13A,BBCD005KSW,2022-11-01,1645.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
2,13A,BBCD005KSW,2022-12-01,3276.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
2,13A,BBCD005KSW,2023-01-01,2034.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
2,13A,BBCD005KSW,2023-02-01,1703.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
2,13A,BBCD005KSW,2023-03-01,3241.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
2,13A,BBCD005KSW,2023-04-01,1591.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
2,13A,BBCD005KSW,2023-05-01,2529.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
2,13A,BBCD005KSW,2023-06-01,3619.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
2,13A,BBCD005KSW,2023-07-01,2109.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
2,13A,BBCD005KSW,2023-08-01,1483.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
2,13A,BBCD005KSW,2023-09-01,2594.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
2,13A,BBCD005KSW,2023-10-01,1107.0,0,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
2,13A,BBCD005KSW,2023-11-01,1939.0,0,0.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
2,13A,BBCD005KSW,2023-12-01,2145.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
2,13A,BBCD005KSW,2024-01-01,1662.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
2,13A,BBCD005KSW,2024-02-01,2159.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
2,13A,BBCD005KSW,2024-03-01,1800.0,0,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
2,13A,BBCD005KSW,2024-04-01,907.0,0,0.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
2,13A,BBCD005KSW,2024-05-01,2582.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
