area,cabang,sku,periode,qty,event_flag,event_flag_lag1,holiday_count,holiday_count_lag1,rainfall_lag1,is_train,is_test,imputed,spike_flag,sample_weight,month,year,qtr
3,13I,DOPQ004K009,2022-02-01,2167.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
3,13I,DOPQ004K009,2022-03-01,634.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
3,13I,DOPQ004K009,2022-04-01,1297.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
3,13I,DOPQ004K009,2022-05-01,878.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
3,13I,DOPQ004K009,2022-06-01,2696.0,1,0.0,1,8.0,0.0,1,0,0,1,0.8,6,2022,2
3,13I,DOPQ004K009,2022-07-01,362.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
3,13I,DOPQ004K009,2022-08-01,871.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
3,13I,DOPQ004K009,2022-09-01,722.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
3,13I,DOPQ004K009,2022-10-01,2589.0,1,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
3,13I,DOPQ004K009,2022-11-01,437.0,0,1.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
3,13I,DOPQ004K009,2022-12-01,1270.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
3,13I,DOPQ004K009,2023-01-01,965.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
3,13I,DOPQ004K009,2023-02-01,1010.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
3,13I,DOPQ004K009,2023-03-01,1979.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
3,13I,DOPQ004K009,2023-04-01,793.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
3,13I,DOPQ004K009,2023-05-01,994.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
3,13I,DOPQ004K009,2023-06-01,1319.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
3,13I,DOPQ004K009,2023-07-01,531.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
3,13I,DOPQ004K009,2023-08-01,1103.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
3,13I,DOPQ004K009,2023-09-01,526.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
3,13I,DOPQ004K009,2023-10-01,1792.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
3,13I,DOPQ004K009,2023-11-01,409.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
3,13I,DOPQ004K009,2023-12-01,1004.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
3,13I,DOPQ004K009,2024-01-01,990.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
3,13I,DOPQ004K009,2024-02-01,1309.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
3,13I,DOPQ004K009,2024-03-01,1971.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
3,13I,DOPQ004K009,2024-04-01,784.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
3,13I,DOPQ004K009,2024-05-01,1893.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
3,13I,FIJK250C,2021-01-01,1352.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
3,13I,FIJK250C,2021-02-01,1886.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
3,13I,FIJK250C,2021-03-01,2072.0,0,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
3,13I,FIJK250C,2021-04-01,796.0,0,0.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
3,13I,FIJK250C,2021-05-01,1076.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
3,13I,FIJK250C,2021-06-01,2346.0,1,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
3,13I,FIJK250C,2021-07-01,1164.0,0,1.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
3,13I,FIJK250C,2021-08-01,1960.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
3,13I,FIJK250C,2021-09-01,2592.0,0,0.0,0,2.0,0.0,1,0,0,1,0.8,9,2021,3
3,13I,FIJK250C,2021-10-01,796.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
3,13I,FIJK250C,2021-11-01,1538.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
3,13I,FIJK250C,2021-12-01,1098.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
3,13I,FIJK250C,2022-01-01,1108.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
3,13I,FIJK250C,2022-02-01,1769.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
3,13I,FIJK250C,2022-03-01,1118.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
3,13I,FIJK250C,2022-04-01,1129.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
3,13I,FIJK250C,2022-05-01,964.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
3,13I,FIJK250C,2022-06-01,1957.0,1,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
3,13I,FIJK250C,2022-07-01,836.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
3,13I,FIJK250C,2022-08-01,1482.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
3,13I,FIJK250C,2022-09-01,1305.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
3,13I,FIJK250C,2022-10-01,1230.0,1,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
3,13I,FIJK250C,2022-11-01,808.0,0,1.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
3,13I,FIJK250C,2022-12-01,1482.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
3,13I,FIJK250C,2023-01-01,954.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
3,13I,FIJK250C,2023-02-01,1144.0,0,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
3,13I,FIJK250C,2023-03-01,1490.0,1,0.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
3,13I,FIJK250C,2023-04-01,904.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
3,13I,FIJK250C,2023-05-01,1474.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
3,13I,FIJK250C,2023-06-01,1436.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
3,13I,FIJK250C,2023-07-01,1440.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
3,13I,FIJK250C,2023-08-01,916.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
3,13I,FIJK250C,2023-09-01,1476.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
3,13I,FIJK250C,2023-10-01,1528.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
3,13I,FIJK250C,2023-11-01,992.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
3,13I,FIJK250C,2023-12-01,986.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
3,13I,FIJK250C,2024-01-01,1504.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
3,13I,FIJK250C,2024-02-01,1252.0,0,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
3,13I,FIJK250C,2024-03-01,1574.0,1,0.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
3,13I,FIJK250C,2024-04-01,1494.0,0,1.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
3,13I,FIJK250C,2024-05-01,1882.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
4,14A,BBCD005KSW,2021-01-01,1272.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
4,14A,BBCD005KSW,2021-02-01,1360.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
4,14A,BBCD005KSW,2021-03-01,3374.0,1,0.0,4,1.0,0.0,1,0,0,1,0.8,3,2021,1
4,14A,BBCD005KSW,2021-04-01,3032.0,0,1.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
4,14A,BBCD005KSW,2021-05-01,2008.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
4,14A,BBCD005KSW,2021-06-01,1700.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
4,14A,BBCD005KSW,2021-07-01,1202.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
4,14A,BBCD005KSW,2021-08-01,1530.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
4,14A,BBCD005KSW,2021-09-01,3148.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
4,14A,BBCD005KSW,2021-10-01,1110.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
4,14A,BBCD005KSW,2021-11-01,1980.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
4,14A,BBCD005KSW,2021-12-01,1490.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
4,14A,BBCD005KSW,2022-01-01,1142.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
4,14A,BBCD005KSW,2022-02-01,2388.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
4,14A,BBCD005KSW,2022-03-01,2256.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
4,14A,BBCD005KSW,2022-04-01,4158.0,0,1.0,2,1.0,0.0,1,0,0,1,0.8,4,2022,2
4,14A,BBCD005KSW,2022-05-01,1061.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
4,14A,BBCD005KSW,2022-06-01,2352.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
4,14A,BBCD005KSW,2022-07-01,740.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
4,14A,BBCD005KSW,2022-08-01,2136.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
4,14A,BBCD005KSW,2022-09-01,898.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
4,14A,BBCD005KSW,2022-10-01,1470.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
4,14A,BBCD005KSW,2022-11-01,932.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
4,14A,BBCD005KSW,2022-12-01,1782.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
4,14A,BBCD005KSW,2023-01-01,1462.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
4,14A,BBCD005KSW,2023-02-01,1220.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
4,14A,BBCD005KSW,2023-03-01,3664.0,1,1.0,2,1.0,0.0,1,0,0,1,0.8,3,2023,1
4,14A,BBCD005KSW,2023-04-01,2417.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
4,14A,BBCD005KSW,2023-05-01,1212.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
4,14A,BBCD005KSW,2023-06-01,1088.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
4,14A,BBCD005KSW,2023-07-01,1110.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
4,14A,BBCD005KSW,2023-08-01,685.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
4,14A,BBCD005KSW,2023-09-01,1150.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
4,14A,BBCD005KSW,2023-10-01,575.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
4,14A,BBCD005KSW,2023-11-01,986.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
4,14A,BBCD005KSW,2023-12-01,1072.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
4,14A,BBCD005KSW,2024-01-01,1110.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
4,14A,BBCD005KSW,2024-02-01,1111.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
4,14A,BBCD005KSW,2024-03-01,3308.0,0,1.0,4,3.0,0.0,1,0,0,1,0.8,3,2024,1
4,14A,BBCD005KSW,2024-04-01,676.0,0,0.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
4,14A,BBCD005KSW,2024-05-01,968.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
4,14A,BUVW001KSB,2021-01-01,1424.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
4,14A,BUVW001KSB,2021-02-01,1448.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
4,14A,BUVW001KSB,2021-03-01,3166.0,1,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
4,14A,BUVW001KSB,2021-04-01,3088.0,0,1.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
4,14A,BUVW001KSB,2021-05-01,2054.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
4,14A,BUVW001KSB,2021-06-01,2048.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
4,14A,BUVW001KSB,2021-07-01,1320.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
4,14A,BUVW001KSB,2021-08-01,2085.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
4,14A,BUVW001KSB,2021-09-01,3266.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
4,14A,BUVW001KSB,2021-10-01,1303.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
4,14A,BUVW001KSB,2021-11-01,2812.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
4,14A,BUVW001KSB,2021-12-01,1702.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
4,14A,BUVW001KSB,2022-01-01,1206.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
4,14A,BUVW001KSB,2022-02-01,2037.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
4,14A,BUVW001KSB,2022-03-01,1956.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
4,14A,BUVW001KSB,2022-04-01,2606.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
4,14A,BUVW001KSB,2022-05-01,1382.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
4,14A,BUVW001KSB,2022-06-01,2990.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
4,14A,BUVW001KSB,2022-07-01,780.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
4,14A,BUVW001KSB,2022-08-01,3400.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
4,14A,BUVW001KSB,2022-09-01,1410.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
4,14A,BUVW001KSB,2022-10-01,2462.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
4,14A,BUVW001KSB,2022-11-01,758.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
4,14A,BUVW001KSB,2022-12-01,2786.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
4,14A,BUVW001KSB,2023-01-01,1150.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
4,14A,BUVW001KSB,2023-02-01,998.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
4,14A,BUVW001KSB,2023-03-01,2769.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
4,14A,BUVW001KSB,2023-04-01,1999.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
4,14A,BUVW001KSB,2023-05-01,1714.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
4,14A,BUVW001KSB,2023-06-01,1612.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
4,14A,BUVW001KSB,2023-07-01,1107.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
4,14A,BUVW001KSB,2023-08-01,1295.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
4,14A,BUVW001KSB,2023-09-01,1578.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
4,14A,BUVW001KSB,2023-10-01,1409.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
4,14A,BUVW001KSB,2023-11-01,1322.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
4,14A,BUVW001KSB,2023-12-01,872.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
4,14A,BUVW001KSB,2024-01-01,1583.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
4,14A,BUVW001KSB,2024-02-01,993.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
4,14A,BUVW001KSB,2024-03-01,2931.0,0,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
4,14A,BUVW001KSB,2024-04-01,1205.0,0,0.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
4,14A,BUVW001KSB,2024-05-01,1694.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
4,14A,BUVW001KSW,2021-01-01,2947.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
4,14A,BUVW001KSW,2021-02-01,4066.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
4,14A,BUVW001KSW,2021-03-01,6586.0,1,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
4,14A,BUVW001KSW,2021-04-01,6812.0,0,1.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
4,14A,BUVW001KSW,2021-05-01,5164.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
4,14A,BUVW001KSW,2021-06-01,4440.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
4,14A,BUVW001KSW,2021-07-01,2966.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
4,14A,BUVW001KSW,2021-08-01,4850.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
4,14A,BUVW001KSW,2021-09-01,7110.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
4,14A,BUVW001KSW,2021-10-01,3118.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
4,14A,BUVW001KSW,2021-11-01,6638.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
4,14A,BUVW001KSW,2021-12-01,3551.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
4,14A,BUVW001KSW,2022-01-01,2758.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
4,14A,BUVW001KSW,2022-02-01,4639.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
4,14A,BUVW001KSW,2022-03-01,3964.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
4,14A,BUVW001KSW,2022-04-01,6216.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
4,14A,BUVW001KSW,2022-05-01,3278.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
4,14A,BUVW001KSW,2022-06-01,7536.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
4,14A,BUVW001KSW,2022-07-01,2250.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
4,14A,BUVW001KSW,2022-08-01,7360.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
4,14A,BUVW001KSW,2022-09-01,2601.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
4,14A,BUVW001KSW,2022-10-01,4676.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
4,14A,BUVW001KSW,2022-11-01,2204.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
4,14A,BUVW001KSW,2022-12-01,5379.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
4,14A,BUVW001KSW,2023-01-01,3293.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
4,14A,BUVW001KSW,2023-02-01,2338.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
4,14A,BUVW001KSW,2023-03-01,6100.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
4,14A,BUVW001KSW,2023-04-01,4088.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
4,14A,BUVW001KSW,2023-05-01,3697.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
4,14A,BUVW001KSW,2023-06-01,3456.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
4,14A,BUVW001KSW,2023-07-01,2812.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
4,14A,BUVW001KSW,2023-08-01,3918.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
4,14A,BUVW001KSW,2023-09-01,3611.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
4,14A,BUVW001KSW,2023-10-01,2466.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,10,2023,4
4,14A,BUVW001KSW,2023-11-01,3194.0,0,1.0,0,0.0,0.0,1,0,0,0,1.0,11,2023,4
4,14A,BUVW001KSW,2023-12-01,2498.0,0,0.0,2,0.0,0.0,1,0,0,0,1.0,12,2023,4
4,14A,BUVW001KSW,2024-01-01,3763.0,0,0.0,1,2.0,0.0,1,0,0,0,1.0,1,2024,1
4,14A,BUVW001KSW,2024-02-01,2716.0,1,0.0,3,1.0,0.0,1,0,0,0,1.0,2,2024,1
4,14A,BUVW001KSW,2024-03-01,6600.0,0,1.0,4,3.0,0.0,1,0,0,0,1.0,3,2024,1
4,14A,BUVW001KSW,2024-04-01,2602.0,0,0.0,6,4.0,0.0,1,0,0,0,1.0,4,2024,2
4,14A,BUVW001KSW,2024-05-01,4679.0,0,0.0,5,6.0,0.0,1,0,0,0,1.0,5,2024,2
4,14A,BUVW001KSW,2024-06-01,2703.0,0,0.0,3,5.0,0.0,0,1,0,0,1.0,6,2024,2
4,14A,BUVW001KSW,2024-07-01,3194.0,0,0.0,1,3.0,0.0,0,1,0,0,1.0,7,2024,3
4,14A,BUVW001KSW,2024-08-01,3272.0,1,0.0,1,1.0,0.0,0,1,0,0,1.0,8,2024,3
4,14A,BUVW001KSW,2024-09-01,2849.0,0,1.0,1,1.0,0.0,0,1,0,0,1.0,9,2024,3
4,14A,BUVW001KSW,2024-10-01,7527.0,1,0.0,0,1.0,0.0,0,1,0,0,1.0,10,2024,4
4,14A,BUVW050CSB,2021-01-01,1260.0,0,,1,,0.0,1,0,0,0,1.0,1,2021,1
4,14A,BUVW050CSB,2021-02-01,624.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,2,2021,1
4,14A,BUVW050CSB,2021-03-01,1596.0,1,0.0,4,1.0,0.0,1,0,0,0,1.0,3,2021,1
4,14A,BUVW050CSB,2021-04-01,756.0,0,1.0,3,4.0,0.0,1,0,0,0,1.0,4,2021,2
4,14A,BUVW050CSB,2021-05-01,948.0,0,0.0,5,3.0,0.0,1,0,0,0,1.0,5,2021,2
4,14A,BUVW050CSB,2021-06-01,960.0,0,0.0,1,5.0,0.0,1,0,0,0,1.0,6,2021,2
4,14A,BUVW050CSB,2021-07-01,696.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,7,2021,3
4,14A,BUVW050CSB,2021-08-01,1032.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,8,2021,3
4,14A,BUVW050CSB,2021-09-01,1644.0,0,0.0,0,2.0,0.0,1,0,0,0,1.0,9,2021,3
4,14A,BUVW050CSB,2021-10-01,684.0,0,0.0,1,0.0,0.0,1,0,0,0,1.0,10,2021,4
4,14A,BUVW050CSB,2021-11-01,1080.0,1,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2021,4
4,14A,BUVW050CSB,2021-12-01,972.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,12,2021,4
4,14A,BUVW050CSB,2022-01-01,816.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,1,2022,1
4,14A,BUVW050CSB,2022-02-01,1284.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,2,2022,1
4,14A,BUVW050CSB,2022-03-01,972.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,3,2022,1
4,14A,BUVW050CSB,2022-04-01,984.0,0,1.0,2,1.0,0.0,1,0,0,0,1.0,4,2022,2
4,14A,BUVW050CSB,2022-05-01,768.0,0,0.0,8,2.0,0.0,1,0,0,0,1.0,5,2022,2
4,14A,BUVW050CSB,2022-06-01,1368.0,0,0.0,1,8.0,0.0,1,0,0,0,1.0,6,2022,2
4,14A,BUVW050CSB,2022-07-01,576.0,0,0.0,2,1.0,0.0,1,0,0,0,1.0,7,2022,3
4,14A,BUVW050CSB,2022-08-01,1236.0,1,0.0,1,2.0,0.0,1,0,0,0,1.0,8,2022,3
4,14A,BUVW050CSB,2022-09-01,636.0,1,1.0,0,1.0,0.0,1,0,0,0,1.0,9,2022,3
4,14A,BUVW050CSB,2022-10-01,1248.0,0,1.0,1,0.0,0.0,1,0,0,0,1.0,10,2022,4
4,14A,BUVW050CSB,2022-11-01,696.0,0,0.0,0,1.0,0.0,1,0,0,0,1.0,11,2022,4
4,14A,BUVW050CSB,2022-12-01,1032.0,1,0.0,1,0.0,0.0,1,0,0,0,1.0,12,2022,4
4,14A,BUVW050CSB,2023-01-01,996.0,0,1.0,3,1.0,0.0,1,0,0,0,1.0,1,2023,1
4,14A,BUVW050CSB,2023-02-01,708.0,1,0.0,1,3.0,0.0,1,0,0,0,1.0,2,2023,1
4,14A,BUVW050CSB,2023-03-01,1404.0,1,1.0,2,1.0,0.0,1,0,0,0,1.0,3,2023,1
4,14A,BUVW050CSB,2023-04-01,720.0,0,1.0,8,2.0,0.0,1,0,0,0,1.0,4,2023,2
4,14A,BUVW050CSB,2023-05-01,1176.0,0,0.0,2,8.0,0.0,1,0,0,0,1.0,5,2023,2
4,14A,BUVW050CSB,2023-06-01,1008.0,1,0.0,6,2.0,0.0,1,0,0,0,1.0,6,2023,2
4,14A,BUVW050CSB,2023-07-01,1116.0,0,1.0,1,6.0,0.0,1,0,0,0,1.0,7,2023,3
4,14A,BUVW050CSB,2023-08-01,1296.0,0,0.0,1,1.0,0.0,1,0,0,0,1.0,8,2023,3
4,14A,BUVW050CSB,2023-09-01,612.0,1,0.0,1,1.0,0.0,1,0,0,0,1.0,9,2023,3
