cabang,sku,feature,corr
23A,BNOP400CPOX,event_flag_lag1,-0.11173117765005137
23A,BNOP400CPOX,holiday_count,-0.35501579136419015
23A,BNOP400CPOX,holiday_count_lag1,0.14260011908533085
23A,BNOP400CPOX,rainfall_lag1,
23A,BUVW001KSB,event_flag,0.5020432838058025
23A,BUVW001KSB,event_flag_lag1,-0.18766863635365033
23A,BUVW001KSB,holiday_count,-0.2816563598171503
23A,BUVW001KSB,holiday_count_lag1,0.29163353675108233
23A,BUVW001KSB,rainfall_lag1,
23A,BUVW001KSW,event_flag,0.32817489600524696
23A,BUVW001KSW,event_flag_lag1,-0.279227283664163
23A,BUVW001KSW,holiday_count,-0.29412117944066846
23A,BUVW001KSW,holiday_count_lag1,0.19876088204602638
23A,BUVW001KSW,rainfall_lag1,
23A,BUVW200CSW,event_flag,0.22832819258427126
23A,BUVW200CSW,event_flag_lag1,-0.38852533362934033
23A,BUVW200CSW,holiday_count,-0.1591679998355602
23A,BUVW200CSW,holiday_count_lag1,0.14134095030879365
23A,BUVW200CSW,rainfall_lag1,
23A,FIJK250C,event_flag,0.3180346615562983
23A,FIJK250C,event_flag_lag1,0.0009975892418322583
23A,FIJK250C,holiday_count,-0.27052265087955074
23A,FIJK250C,holiday_count_lag1,0.1041174233406259
23A,FIJK250C,rainfall_lag1,
29A,APQR005KSW,event_flag,0.5345071982275962
29A,APQR005KSW,event_flag_lag1,-0.2774529553336588
29A,APQR005KSW,holiday_count,0.011594522587716082
29A,APQR005KSW,holiday_count_lag1,0.1189643414243506
29A,APQR005KSW,rainfall_lag1,
29A,BKLM200CHAR,event_flag,0.2705589030938216
29A,BKLM200CHAR,event_flag_lag1,-0.1711960413023999
29A,BKLM200CHAR,holiday_count,-0.2252359260508343
29A,BKLM200CHAR,holiday_count_lag1,-0.10984688163822824
29A,BKLM200CHAR,rainfall_lag1,
29A,BKLM200CPOX,event_flag,0.2705589030938216
29A,BKLM200CPOX,event_flag_lag1,-0.1711960413023999
29A,BKLM200CPOX,holiday_count,-0.2252359260508343
29A,BKLM200CPOX,holiday_count_lag1,-0.10984688163822824
29A,BKLM200CPOX,rainfall_lag1,
29A,BNOP400CHAR,event_flag,0.3059586652153208
29A,BNOP400CHAR,event_flag_lag1,-0.1320886467399436
29A,BNOP400CHAR,holiday_count,-0.20996102222061186
29A,BNOP400CHAR,holiday_count_lag1,0.047264552486103784
29A,BNOP400CHAR,rainfall_lag1,
29A,BNOP400CPOX,event_flag,0.3059586652153208
29A,BNOP400CPOX,event_flag_lag1,-0.1320886467399436
29A,BNOP400CPOX,holiday_count,-0.20996102222061186
29A,BNOP400CPOX,holiday_count_lag1,0.047264552486103784
29A,BNOP400CPOX,rainfall_lag1,
29A,BUVW001K192,event_flag,0.39591312962263564
29A,BUVW001K192,event_flag_lag1,-0.2285410375026263
29A,BUVW001K192,holiday_count,-0.28635324109962484
29A,BUVW001K192,holiday_count_lag1,-0.12344958545439341
29A,BUVW001K192,rainfall_lag1,
29A,BUVW001K306,event_flag,0.3815487495336016
29A,BUVW001K306,event_flag_lag1,-0.24724582449643448
29A,BUVW001K306,holiday_count,-0.13885165444165742
29A,BUVW001K306,holiday_count_lag1,-0.008029047641630755
29A,BUVW001K306,rainfall_lag1,
29A,BUVW001KSB,event_flag,0.4711422286391422
29A,BUVW001KSB,event_flag_lag1,-0.24702517699336177
29A,BUVW001KSB,holiday_count,-0.21589036732926467
29A,BUVW001KSB,holiday_count_lag1,-0.04505693224756941
29A,BUVW001KSB,rainfall_lag1,
29A,BUVW001KSW,event_flag,0.4732379077019836
29A,BUVW001KSW,event_flag_lag1,-0.2704696735846275
29A,BUVW001KSW,holiday_count,-0.15096990882675404
29A,BUVW001KSW,holiday_count_lag1,-0.038021629834437604
29A,BUVW001KSW,rainfall_lag1,
29A,BUVW200CSB,event_flag,0.34993585889076617
29A,BUVW200CSB,event_flag_lag1,-0.2848955426822585
29A,BUVW200CSB,holiday_count,-0.1682818068004506
29A,BUVW200CSB,holiday_count_lag1,-0.015716155081313486
29A,BUVW200CSB,rainfall_lag1,
29A,BUVW200CSW,event_flag,0.37332931680146947
29A,BUVW200CSW,event_flag_lag1,-0.3636684214038302
29A,BUVW200CSW,holiday_count,-0.0022267909128343625
29A,BUVW200CSW,holiday_count_lag1,0.09906456054405485
29A,BUVW200CSW,rainfall_lag1,
29A,BVWX001KA,event_flag,0.2996076045293093
29A,BVWX001KA,event_flag_lag1,-0.22286675711661896
29A,BVWX001KA,holiday_count,-0.24535086642176457
29A,BVWX001KA,holiday_count_lag1,-0.122547470095372
29A,BVWX001KA,rainfall_lag1,
29A,BVWX001KBAS,event_flag,0.5542389351717999
29A,BVWX001KBAS,event_flag_lag1,-0.202984421060014
29A,BVWX001KBAS,holiday_count,-0.08459109258326378
29A,BVWX001KBAS,holiday_count_lag1,-0.08660623372751879
29A,BVWX001KBAS,rainfall_lag1,
29A,FIJK250C,event_flag,0.3809738973127039
29A,FIJK250C,event_flag_lag1,-0.1494651256017937
29A,FIJK250C,holiday_count,-0.1812927441594819
29A,FIJK250C,holiday_count_lag1,0.1717945411545081
29A,FIJK250C,rainfall_lag1,
29A,FQRS001KLOO,event_flag,0.28539265060601443
29A,FQRS001KLOO,event_flag_lag1,-0.21795157419781902
29A,FQRS001KLOO,holiday_count,-0.2227514050820495
29A,FQRS001KLOO,holiday_count_lag1,0.16458577963412355
29A,FQRS001KLOO,rainfall_lag1,
