cabang,sku,n_months,qty_mean,qty_std,qty_max,qty_min,total_qty,zero_months,zero_ratio,cv,demand_level,cluster
05A,APQR020KP601,41,7.560975609756097,4.477994978155988,21.0,0.0,310.0,1,0.024390243902439025,0.5922509487238565,0,1
05A,APQR020KP602,41,8.121951219512194,5.899979330265571,25.0,1.0,333.0,0,0.0,0.7264238815041695,0,1
05A,APQR020KP603,40,5.375,3.753203759661665,16.0,1.0,215.0,0,0.0,0.6982704669137981,0,1
05A,APQR020KP702,41,2.3658536585365852,2.0827397528373006,7.0,0.0,97.0,9,0.21951219512195122,0.880333297591024,0,0
05A,APQR020KP801,41,16.804878048780488,10.315569572726272,39.0,1.0,689.0,0,0.0,0.6138437626731164,1,1
05A,APQR020KPBA,41,53.53658536585366,27.40629267246448,149.0,13.0,2195.0,0,0.0,0.5119170840870358,2,1
05A,APQR020KPBB,41,30.463414634146343,14.797123978962281,72.0,11.0,1249.0,0,0.0,0.4857342539130933,2,1
05A,APQR020KPBC,41,13.048780487804878,8.034149673463258,40.0,1.0,535.0,0,0.0,0.61570118992896,1,1
05A,APQR020KPSW,41,139.97560975609755,41.291335534757195,253.0,72.0,5739.0,0,0.0,0.2949895028620047,3,1
05A,AQRS001K,41,184.14634146341464,93.74981625998252,402.0,24.0,7550.0,0,0.0,0.5091049624714282,3,1
05A,AQRS005K,41,209.09756097560975,122.17442549037192,436.0,40.0,8573.0,0,0.0,0.5842938813840253,3,1
05A,AQRS025KP,41,38.58536585365854,25.916187614844212,115.0,6.0,1582.0,0,0.0,0.6716584653657476,2,1
05A,ARST005KBA,41,32.24390243902439,30.087190370492294,128.0,2.0,1322.0,0,0.0,0.9331125606582331,2,1
05A,ARST005KBB,41,12.146341463414634,12.42087149842908,60.0,0.0,498.0,7,0.17073170731707318,1.022601870352595,1,0
05A,ARST025KPBA,41,12.390243902439025,9.549549855308594,43.0,0.0,508.0,3,0.07317073170731707,0.7707313859599456,1,1
05A,ATUV005K614,41,7.609756097560975,7.255611789437495,28.0,0.0,312.0,11,0.2682926829268293,0.9534618056632606,0,0
05A,ATUV005K641,41,11.463414634146341,7.45686784439556,40.0,0.0,470.0,2,0.04878048780487805,0.6504927268515276,1,1
05A,ATUV005K643,41,8.658536585365853,5.998373763352701,24.0,0.0,355.0,4,0.0975609756097561,0.692769927598481,0,1
05A,ATUV005K660,41,23.70731707317073,14.237703295193056,72.0,0.0,972.0,1,0.024390243902439025,0.6005615587478552,1,1
05A,ATUV005K661,41,27.975609756097562,17.106267571972044,83.0,4.0,1147.0,0,0.0,0.6114707676119039,1,1
05A,ATUV005K663,41,31.70731707317073,18.179994365289318,68.0,4.0,1300.0,0,0.0,0.5733690530591247,2,1
05A,ATUV005K681,41,19.975609756097562,12.970134549953691,56.0,0.0,819.0,2,0.04878048780487805,0.6492985550037867,1,1
05A,ATUV005K683,41,15.463414634146341,9.349057602174696,36.0,0.0,634.0,2,0.04878048780487805,0.6045920531374803,1,1
05A,ATUV005K685,41,14.268292682926829,9.718601726184437,44.0,0.0,585.0,4,0.0975609756097561,0.6811327705530973,1,1
05A,ATUV005K686,41,39.90243902439025,19.580353518321342,92.0,12.0,1636.0,0,0.0,0.4907056810826253,2,1
05A,ATUV005K688,41,13.853658536585366,9.212928349905246,36.0,0.0,568.0,5,0.12195121951219512,0.66501771539809,1,1
05A,ATUV005K690,41,33.36585365853659,17.94123197771125,76.0,4.0,1368.0,0,0.0,0.5377123619050886,2,1
05A,ATUV005K691,41,31.51219512195122,18.513673259539168,72.0,4.0,1292.0,0,0.0,0.5875082071525587,2,1
05A,ATUV005K694,41,16.4390243902439,10.329687266533787,44.0,0.0,674.0,5,0.12195121951219512,0.6283637654716399,1,1
05A,ATUV005KMW,39,3.948717948717949,4.4363849552293315,16.0,0.0,154.0,17,0.4358974358974359,1.123500086064571,0,0
05A,ATUV005KSW,41,606.439024390244,133.0011369839536,964.0,384.0,24864.0,0,0.0,0.2193149379159466,3,1
05A,ATUV020KP661,40,2.55,2.5615500115239724,10.0,0.0,102.0,12,0.3,1.004529416283911,0,0
05A,ATUV020KP662,41,1.3658536585365855,1.5772776794365602,6.0,0.0,56.0,18,0.43902439024390244,1.1547925867303386,0,0
05A,ATUV020KP663,41,3.975609756097561,5.4565914492384735,27.0,0.0,163.0,10,0.24390243902439024,1.3725168675998614,0,0
05A,ATUV020KP691,40,4.875,4.852636079810325,27.0,0.0,195.0,5,0.125,0.9954125291918615,0,1
05A,ATUV020KPSW,41,163.5609756097561,42.4358626520587,254.0,88.0,6706.0,0,0.0,0.25944980148142066,3,1
05A,AVWX004KRP,41,452.5365853658537,137.51401702389754,874.0,228.0,18554.0,0,0.0,0.3038738114681362,3,1
05A,AVWX021KPRP,41,85.82926829268293,31.32163983496425,156.0,30.0,3519.0,0,0.0,0.3649295917117176,2,1
05A,AXYZ001K,41,15.804878048780488,35.77654225340615,200.0,0.0,648.0,20,0.4878048780487805,2.263639247514895,1,3
05A,AYZA100C,41,71.41463414634147,35.288082697814644,144.0,12.0,2928.0,0,0.0,0.49412957329590174,2,1
05A,BBCD001K670,40,4.625,5.471077801283062,18.0,0.0,185.0,19,0.475,1.1829357408179595,0,0
05A,BBCD001K671,40,6.3,6.786865142430522,24.0,0.0,252.0,15,0.375,1.0772801813381783,0,0
05A,BBCD001K675,41,7.2439024390243905,8.242513232639904,36.0,0.0,297.0,16,0.3902439024390244,1.137855362081603,0,0
05A,BBCD001K680,41,18.26829268292683,12.142949374521624,54.0,0.0,749.0,4,0.0975609756097561,0.6647008335852959,1,1
05A,BBCD001K700,41,18.902439024390244,14.654018012219007,55.0,0.0,775.0,2,0.04878048780487805,0.7752448238722314,1,1
05A,BBCD001K710,41,5.414634146341464,6.4069322212588515,24.0,0.0,222.0,18,0.43902439024390244,1.1832622570793374,0,0
05A,BBCD001K720,41,6.439024390243903,7.304275393520582,27.0,0.0,264.0,15,0.36585365853658536,1.1343761027816055,0,0
05A,BBCD001K735,41,25.609756097560975,17.62225588393905,81.0,0.0,1050.0,3,0.07317073170731707,0.6881071345157154,1,1
05A,BBCD001K745,41,18.73170731707317,14.78516890374253,57.0,0.0,768.0,4,0.0975609756097561,0.7893124024133382,1,1
05A,BBCD001K755,41,19.682926829268293,15.04898505612628,66.0,0.0,807.0,4,0.0975609756097561,0.7645704923186833,1,1
05A,BBCD001K770,41,12.073170731707316,10.469933724485648,36.0,0.0,495.0,10,0.24390243902439024,0.867206631725074,1,0
05A,BBCD001K771,41,18.24390243902439,16.05425253290367,66.0,0.0,748.0,6,0.14634146341463414,0.8799790826858965,1,1
05A,BBCD001KSB,41,77.2439024390244,34.314559947495226,135.0,18.0,3167.0,0,0.0,0.4442364881109265,2,1
05A,BBCD001KSW,41,278.4390243902439,85.06469560883875,480.0,132.0,11416.0,0,0.0,0.30550565171359395,3,1
05A,BBCD005K040,41,78.14634146341463,41.01741153193956,231.0,16.0,3204.0,0,0.0,0.5248794858956061,2,1
05A,BBCD005K050,41,27.926829268292682,18.57200883574854,92.0,0.0,1145.0,1,0.024390243902439025,0.6650238971752753,1,1
05A,BBCD005K093,41,9.414634146341463,7.684320431098959,36.0,0.0,386.0,4,0.0975609756097561,0.8162102012307184,0,1
05A,BBCD005K246,41,8.536585365853659,7.810561954736709,32.0,0.0,350.0,7,0.17073170731707318,0.9149515432691573,0,0
05A,BBCD005K260,41,3.4146341463414633,3.4130309825439435,12.0,0.0,140.0,16,0.3902439024390244,0.9995305020307264,0,0
05A,BBCD005K522,41,34.0,26.483957408212234,124.0,8.0,1394.0,0,0.0,0.778939923770948,2,1
05A,BBCD005K600,41,7.341463414634147,6.023328631651942,28.0,0.0,301.0,8,0.1951219512195122,0.8204534016535867,0,0
05A,BBCD005K601,41,97.36585365853658,54.74383805395862,284.0,28.0,3992.0,0,0.0,0.562248837728533,3,1
05A,BBCD005K602,41,52.073170731707314,30.196349319000838,140.0,16.0,2135.0,0,0.0,0.5798830548379552,2,1
05A,BBCD005K610,41,16.0,13.711309200802088,64.0,0.0,656.0,4,0.0975609756097561,0.8569568250501305,1,1
05A,BBCD005K620,41,21.024390243902438,15.350061571339134,70.0,4.0,862.0,0,0.0,0.7301073369198429,1,1
05A,BBCD005K621,41,7.2682926829268295,5.054821412492742,20.0,0.0,298.0,5,0.12195121951219512,0.6954620064167866,0,1
05A,BBCD005K630,41,8.560975609756097,7.396109722306061,32.0,0.0,351.0,7,0.17073170731707318,0.8639330444858933,0,1
05A,BBCD005K650,41,15.560975609756097,12.714261245718928,52.0,0.0,638.0,3,0.07317073170731707,0.817060675665323,1,1
05A,BBCD005K661,41,37.34146341463415,25.725094514984356,115.0,8.0,1531.0,0,0.0,0.688915006606374,2,1
05A,BBCD005K670,41,40.829268292682926,23.58378938913803,108.0,12.0,1674.0,0,0.0,0.5776196923265587,2,1
05A,BBCD005K671,41,35.48780487804878,20.304090660775124,92.0,4.0,1455.0,0,0.0,0.5721427608878215,2,1
05A,BBCD005K675,41,34.41463414634146,20.195266289103614,108.0,0.0,1411.0,1,0.024390243902439025,0.5868220537585033,2,1
05A,BBCD005K680,41,63.53658536585366,36.272646416394544,194.0,24.0,2605.0,0,0.0,0.5708938591447893,2,1
05A,BBCD005K700,41,64.0,32.41296037081463,140.0,20.0,2624.0,0,0.0,0.5064525057939786,2,1
05A,BBCD005K710,41,56.707317073170735,39.087238264195015,224.0,12.0,2325.0,0,0.0,0.6892803306804282,2,1
05A,BBCD005K711,41,24.048780487804876,16.843323928952074,68.0,0.0,986.0,1,0.024390243902439025,0.7003816238205224,1,1
05A,BBCD005K712,41,36.829268292682926,23.701162881833863,104.0,8.0,1510.0,0,0.0,0.6435415087120453,2,1
05A,BBCD005K720,41,55.02439024390244,33.636652482729346,164.0,12.0,2256.0,0,0.0,0.6113044112552762,2,1
05A,BBCD005K725,41,43.292682926829265,32.99260818913763,144.0,4.0,1775.0,0,0.0,0.762082780706841,2,1
05A,BBCD005K730,41,8.878048780487806,8.271019048313272,32.0,0.0,364.0,7,0.17073170731707318,0.931625771925396,0,0
05A,BBCD005K731,41,23.804878048780488,21.24996413196399,102.0,0.0,976.0,1,0.024390243902439025,0.892672673576356,1,1
05A,BBCD005K735,41,53.19512195121951,27.043686427884726,124.0,16.0,2181.0,0,0.0,0.5083865857603272,2,1
05A,BBCD005K740,41,23.365853658536587,19.572628972063228,104.0,0.0,958.0,1,0.024390243902439025,0.83765948627828,1,1
05A,BBCD005K745,41,111.26829268292683,72.92154153274734,358.0,36.0,4562.0,0,0.0,0.6553667695840949,3,1
05A,BBCD005K750,41,39.073170731707314,25.23132006445802,120.0,4.0,1602.0,0,0.0,0.6457453949081017,2,1
05A,BBCD005K751,41,23.585365853658537,16.55441876019224,72.0,0.0,967.0,2,0.04878048780487805,0.7018936599461033,1,1
05A,BBCD005K752,41,44.0,24.087341073684325,124.0,8.0,1804.0,0,0.0,0.5474395698564619,2,1
05A,BBCD005K755,41,101.29268292682927,57.6767907838322,306.0,20.0,4153.0,0,0.0,0.5694072771820661,3,1
05A,BBCD005K765,41,46.146341463414636,36.305344631066205,182.0,4.0,1892.0,0,0.0,0.7867437261488976,2,1
05A,BBCD005K770,41,144.46341463414635,104.16815673730997,566.0,52.0,5923.0,0,0.0,0.7210694624733596,3,1
05A,BBCD005K771,41,141.9512195121951,74.04523996163164,430.0,56.0,5820.0,0,0.0,0.5216245426850339,3,1
05A,BBCD005K772,41,25.609756097560975,18.067758644586338,78.0,0.0,1050.0,2,0.04878048780487805,0.7055029565981332,1,1
05A,BBCD005K775,41,26.463414634146343,22.832101919200962,112.0,0.0,1085.0,1,0.024390243902439025,0.862779888191004,1,1
05A,BBCD005K776,41,39.02439024390244,25.140095271177916,110.0,4.0,1600.0,0,0.0,0.6442149413239341,2,1
05A,BBCD005K812,41,9.268292682926829,7.559842558690962,32.0,0.0,380.0,6,0.14634146341463414,0.815667223437709,0,1
05A,BBCD005K816,41,17.853658536585368,12.525096757330374,52.0,0.0,732.0,2,0.04878048780487805,0.7015423047138597,1,1
05A,BBCD005K818,41,13.902439024390244,9.959429898465022,56.0,0.0,570.0,2,0.04878048780487805,0.7163800453281858,1,1
05A,BBCD005K831,41,52.170731707317074,35.95546025225126,168.0,4.0,2139.0,0,0.0,0.6891883451810666,2,1
05A,BBCD005K892,41,38.24390243902439,19.0168089959973,100.0,8.0,1568.0,0,0.0,0.4972507454310519,2,1
05A,BBCD005K900,41,13.292682926829269,9.209353675581756,40.0,0.0,545.0,4,0.0975609756097561,0.6928137627501871,1,1
05A,BBCD005KA1501,41,12.878048780487806,9.899987681687334,52.0,0.0,528.0,4,0.0975609756097561,0.7687490434643572,1,1
05A,BBCD005KA44195,41,11.317073170731707,7.57112615266132,36.0,0.0,464.0,2,0.04878048780487805,0.6690003712480908,1,1
05A,BBCD005KA44475,41,10.878048780487806,8.295164621486482,28.0,0.0,446.0,5,0.12195121951219512,0.7625599764146765,1,1
05A,BBCD005KA44504,38,2.8421052631578947,3.071458107729799,12.0,0.0,108.0,16,0.42105263157894735,1.0806982230901145,0,0
05A,BBCD005KA44505,39,3.4871794871794872,4.604756093156606,24.0,0.0,136.0,16,0.41025641025641024,1.3204815267140266,0,0
05A,BBCD005KAT1,41,31.0,16.254230218623086,68.0,0.0,1271.0,1,0.024390243902439025,0.5243300070523575,2,1
05A,BBCD005KAT4,41,18.414634146341463,11.99369753194589,44.0,4.0,755.0,0,0.0,0.6513133759069953,1,1
05A,BBCD005KAT5,41,23.341463414634145,14.725165119783142,75.0,4.0,957.0,0,0.0,0.6308586937420155,1,1
05A,BBCD005KBA,41,600.9024390243902,305.3864604790174,1506.0,184.0,24637.0,0,0.0,0.5082130486520158,3,1
05A,BBCD005KBB,41,280.8292682926829,152.33514079801554,824.0,104.0,11514.0,0,0.0,0.5424475223830674,3,1
05A,BBCD005KBC,41,135.609756097561,75.89330604499335,360.0,44.0,5560.0,0,0.0,0.5596448827058862,3,1
05A,BBCD005KMW,41,90.48780487804878,39.8039708767979,180.0,20.0,3710.0,0,0.0,0.4398821579376587,2,1
05A,BBCD005KPS8,41,10.487804878048781,10.341958110579235,44.0,0.0,430.0,8,0.1951219512195122,0.9860936803110433,1,0
05A,BBCD005KSB,41,51.24390243902439,35.578631569950005,160.0,12.0,2101.0,0,0.0,0.6942998069338173,2,1
05A,BBCD005KSW,41,1929.780487804878,607.4457388193256,3648.0,1196.0,79121.0,0,0.0,0.3147745262520993,3,2
05A,BBCD025KP040,41,15.097560975609756,8.392868633693668,39.0,5.0,619.0,0,0.0,0.5559089078860103,1,1
05A,BBCD025KP050,41,5.853658536585366,4.263572302716092,18.0,0.0,240.0,2,0.04878048780487805,0.7283602683806657,0,1
05A,BBCD025KP260,39,0.8461538461538461,0.9607689228305228,4.0,0.0,33.0,17,0.4358974358974359,1.1354541815269816,0,0
05A,BBCD025KP522,41,3.268292682926829,2.7930663279261956,10.0,0.0,134.0,8,0.1951219512195122,0.8545949212311494,0,0
05A,BBCD025KP601,41,7.926829268292683,5.533490055572699,29.0,0.0,325.0,1,0.024390243902439025,0.6980710531645559,0,1
05A,BBCD025KP602,41,6.0,5.0,24.0,0.0,246.0,1,0.024390243902439025,0.8333333333333334,0,1
05A,BBCD025KP610,41,3.4146341463414633,2.4796734639473956,8.0,0.0,140.0,5,0.12195121951219512,0.7261900858703088,0,1
05A,BBCD025KP620,41,3.4146341463414633,3.748170285326546,22.0,0.0,140.0,2,0.04878048780487805,1.0976784407027742,0,1
05A,BBCD025KP630,40,1.025,1.025007817356056,4.0,0.0,41.0,14,0.35,1.0000076266888351,0,0
05A,BBCD025KP650,40,0.825,0.9306049865682223,3.0,0.0,33.0,18,0.45,1.128006044325118,0,0
05A,BBCD025KP670,41,7.390243902439025,5.673967081242575,30.0,1.0,303.0,0,0.0,0.7677645225443748,0,1
05A,BBCD025KP671,41,2.048780487804878,1.7457264893475597,6.0,0.0,84.0,9,0.21951219512195122,0.8520807864672613,0,0
05A,BBCD025KP680,41,1.6585365853658536,1.4934817725295644,6.0,0.0,68.0,10,0.24390243902439024,0.9004816569663551,0,0
05A,BBCD025KP700,41,4.170731707317073,3.07329171267869,12.0,0.0,171.0,4,0.0975609756097561,0.7368711123966449,0,1
05A,BBCD025KP710,41,5.7560975609756095,4.253119371736925,22.0,0.0,236.0,3,0.07317073170731707,0.738889382378025,0,1
05A,BBCD025KP711,41,1.9268292682926829,1.9923634696314703,7.0,0.0,79.0,10,0.24390243902439024,1.0340114209479783,0,0
05A,BBCD025KP712,41,3.1463414634146343,2.7346021247135397,11.0,0.0,129.0,4,0.0975609756097561,0.8691371094050785,0,1
05A,BBCD025KP720,41,3.292682926829268,3.938552414523796,14.0,0.0,135.0,8,0.1951219512195122,1.1961529555220418,0,0
05A,BBCD025KP725,41,2.6097560975609757,2.6540351239243973,11.0,0.0,107.0,8,0.1951219512195122,1.01696672972804,0,0
05A,BBCD025KP730,41,1.048780487804878,1.1608449403816843,4.0,0.0,43.0,19,0.4634146341463415,1.1068521524569548,0,0
05A,BBCD025KP735,41,5.878048780487805,3.809167375892135,16.0,0.0,241.0,3,0.07317073170731707,0.6480326241144296,0,1
05A,BBCD025KP745,41,11.829268292682928,7.880045808954382,35.0,1.0,485.0,0,0.0,0.6661482024064529,1,1
05A,BBCD025KP750,41,6.219512195121951,4.85032058281693,17.0,0.0,255.0,3,0.07317073170731707,0.7798554662568397,0,1
05A,BBCD025KP751,41,5.2926829268292686,3.995271595517784,17.0,0.0,217.0,1,0.024390243902439025,0.754866983484927,0,1
05A,BBCD025KP752,41,12.121951219512194,7.463896843979086,36.0,1.0,497.0,0,0.0,0.6157339448755383,1,1
05A,BBCD025KP755,41,21.829268292682926,14.24412587529398,64.0,3.0,895.0,0,0.0,0.6525242021084393,1,1
05A,BBCD025KP765,41,6.780487804878049,5.340937160845233,26.0,1.0,278.0,0,0.0,0.7876921712037934,0,1
05A,BBCD025KP770,41,22.926829268292682,15.927005751085854,77.0,1.0,940.0,0,0.0,0.6946885487175746,1,1
05A,BBCD025KP771,41,26.75609756097561,12.385032272474866,57.0,4.0,1097.0,0,0.0,0.4628863474671554,1,1
05A,BBCD025KP772,41,3.0,2.6267851073127395,10.0,0.0,123.0,5,0.12195121951219512,0.8755950357709131,0,1
05A,BBCD025KP775,41,5.365853658536586,5.360765325776608,22.0,0.0,220.0,5,0.12195121951219512,0.9990517198038223,0,1
05A,BBCD025KP776,41,4.097560975609756,3.8974663439777157,14.0,0.0,168.0,5,0.12195121951219512,0.9511673815659901,0,1
05A,BBCD025KP812,39,1.0,1.1002392084403618,6.0,0.0,39.0,13,0.3333333333333333,1.1002392084403618,0,0
05A,BBCD025KP816,41,5.7317073170731705,4.20728172484267,21.0,0.0,235.0,3,0.07317073170731707,0.7340363860363808,0,1
05A,BBCD025KP831,41,11.24390243902439,6.977752101518361,34.0,3.0,461.0,0,0.0,0.6205809895059713,1,1
05A,BBCD025KP892,41,9.317073170731707,6.58573847184294,30.0,0.0,382.0,1,0.024390243902439025,0.7068462757737187,0,1
05A,BBCD025KP893,41,3.975609756097561,2.6878225841566326,10.0,0.0,163.0,4,0.0975609756097561,0.676078073315472,0,1
05A,BBCD025KP900,41,3.975609756097561,3.5601109875820502,13.0,0.0,163.0,7,0.17073170731707318,0.8954880398212519,0,0
05A,BBCD025KPA44475,40,3.25,3.0613387384925033,13.0,0.0,130.0,9,0.225,0.9419503810746164,0,0
05A,BBCD025KPA44505,40,0.85,1.1668498024760776,4.0,0.0,34.0,22,0.55,1.3727644735012678,0,3
05A,BBCD025KPAT1,41,8.292682926829269,4.86951692901372,19.0,0.0,340.0,2,0.04878048780487805,0.5872064532045956,0,1
05A,BBCD025KPAT5,41,4.048780487804878,2.7198457632023465,11.0,0.0,166.0,3,0.07317073170731707,0.6717691342849169,0,1
05A,BBCD025KPBA,41,160.3658536585366,83.45021153285381,444.0,46.0,6575.0,0,0.0,0.5203739426383279,3,1
05A,BBCD025KPBB,41,57.707317073170735,33.15889315284741,166.0,17.0,2366.0,0,0.0,0.5746046573401284,2,1
05A,BBCD025KPBC,41,19.5609756097561,12.122394112731621,56.0,4.0,802.0,0,0.0,0.619723389802988,1,1
05A,BBCD025KPMW,41,29.170731707317074,17.17251064787032,84.0,8.0,1196.0,0,0.0,0.5886897462898689,1,1
05A,BBCD025KPPS8,41,2.073170731707317,2.1259144373944006,8.0,0.0,85.0,12,0.2926829268292683,1.0254410815667108,0,0
05A,BBCD025KPSB,41,0.7804878048780488,1.084255392468749,4.0,0.0,32.0,23,0.5609756097560976,1.3892022216005846,0,3
05A,BBCD025KPSW,41,457.3170731707317,132.45649078553876,719.0,262.0,18750.0,0,0.0,0.2896381931843781,3,1
05A,BCDE005KBA,41,41.292682926829265,34.397851606197015,154.0,0.0,1693.0,1,0.024390243902439025,0.833025348998274,2,1
05A,BCDE005KBB,41,34.926829268292686,29.849112418883102,122.0,0.0,1432.0,2,0.04878048780487805,0.8546184421607591,2,1
05A,BCDE005KBC,41,49.146341463414636,35.74042597368543,154.0,8.0,2015.0,0,0.0,0.7272245483479418,2,1
05A,BCDE005KSW,41,17.24390243902439,17.255115890374192,92.0,0.0,707.0,2,0.04878048780487805,1.000650285014628,1,1
05A,BCDE025KPBA,41,11.658536585365853,9.44089443881659,35.0,0.0,478.0,2,0.04878048780487805,0.8097838326181594,1,1
05A,BCDE025KPBB,41,6.512195121951219,6.10377731908493,29.0,0.0,267.0,1,0.024390243902439025,0.9372841576122927,0,1
05A,BCDE025KPBC,41,7.121951219512195,6.169258958542831,28.0,0.0,292.0,2,0.04878048780487805,0.8662315660967673,0,1
05A,BGHI001K007,41,15.21951219512195,13.03171553388492,54.0,0.0,624.0,9,0.21951219512195122,0.8562505398866694,1,0
05A,BKLM001KHAR,41,78.65853658536585,34.08416770004627,174.0,17.0,3225.0,0,0.0,0.43331810099283635,2,1
05A,BKLM001KPOX,41,78.65853658536585,34.08416770004627,174.0,17.0,3225.0,0,0.0,0.43331810099283635,2,1
05A,BKLM200CHAR,41,338.8780487804878,123.41580026924248,675.0,117.0,13894.0,0,0.0,0.36418942068799065,3,1
05A,BKLM200CPOX,41,338.8780487804878,123.41580026924248,675.0,117.0,13894.0,0,0.0,0.36418942068799065,3,1
05A,BNOP003KHAR,41,61.75609756097561,34.96697047772718,190.0,9.0,2532.0,0,0.0,0.5662108173723596,2,1
05A,BNOP003KPOX,41,61.75609756097561,34.96697047772718,190.0,9.0,2532.0,0,0.0,0.5662108173723596,2,1
05A,BNOP400CHAR,41,218.29268292682926,96.90749297717875,504.0,83.0,8950.0,0,0.0,0.4439337667110982,3,1
05A,BNOP400CPOX,41,218.29268292682926,96.90749297717875,504.0,83.0,8950.0,0,0.0,0.4439337667110982,3,1
05A,BOPQ005KSW,41,30.658536585365855,26.290311671885483,100.0,0.0,1257.0,3,0.07317073170731707,0.8575201102206084,2,1
05A,BPQR005KS002,41,8.512195121951219,6.168962437961153,24.0,0.0,349.0,3,0.07317073170731707,0.7247205156344049,0,1
05A,BPQR005KS003,41,15.804878048780488,9.831631380892802,35.0,2.0,648.0,0,0.0,0.622063096630563,1,1
05A,BPQR005KS004,41,15.975609756097562,10.86160164266313,46.0,0.0,655.0,1,0.024390243902439025,0.6798865150369288,1,1
05A,BPQR005KS007,41,4.048780487804878,4.318282178784725,18.0,0.0,166.0,13,0.3170731707317073,1.0665636706636972,0,0
05A,BQRS005K,41,20.341463414634145,15.400665174104596,56.0,0.0,834.0,3,0.07317073170731707,0.7571070409331996,1,1
05A,BQRS025KP,41,4.853658536585366,4.269431903718316,20.0,0.0,199.0,7,0.17073170731707318,0.879631698756035,0,0
05A,BSTU001K02,40,2.4,4.331163164667704,16.0,0.0,96.0,28,0.7,1.8046513186115432,0,3
05A,BSTU001K07,39,6.9743589743589745,9.323109881780129,36.0,0.0,272.0,17,0.4358974358974359,1.3367694315787684,0,0
05A,BSTU001K08,41,4.0,6.172519744804384,24.0,0.0,164.0,24,0.5853658536585366,1.543129936201096,0,3
05A,BTUV004K60,41,22.097560975609756,13.72553255441985,56.0,4.0,906.0,0,0.0,0.6211333716680064,1,1
05A,BTUV004K61,41,2.8292682926829267,3.1615062788518244,14.0,0.0,116.0,18,0.43902439024390244,1.1174289433872828,0,0
05A,BTUV004K63,41,16.097560975609756,11.008644053762435,48.0,0.0,660.0,1,0.024390243902439025,0.6838703124306967,1,1
05A,BTUV004KBA,40,2.975,3.6478831234088744,12.0,0.0,119.0,20,0.5,1.2261792011458401,0,0
05A,BTUV004KBB,41,6.390243902439025,6.530229891743812,24.0,0.0,262.0,13,0.3170731707317073,1.021906204433192,0,0
05A,BTUV004KBC,41,29.658536585365855,19.508472205810428,80.0,0.0,1216.0,1,0.024390243902439025,0.6577692108867003,1,1
05A,BTUV004KSB,41,1.6585365853658536,2.3195878523733584,8.0,0.0,68.0,25,0.6097560975609756,1.3985750286368779,0,3
05A,BUVW001K110,41,34.8780487804878,20.199251374681214,84.0,0.0,1430.0,1,0.024390243902439025,0.5791393750782726,2,1
05A,BUVW001K160,41,132.34146341463415,66.68830847910958,258.0,36.0,5426.0,0,0.0,0.503910919211849,3,1
05A,BUVW001K178,41,73.39024390243902,42.21959145277254,186.0,18.0,3009.0,0,0.0,0.5752752574156444,2,1
05A,BUVW001K179,41,41.78048780487805,25.947554986088715,96.0,0.0,1713.0,2,0.04878048780487805,0.6210448070225554,2,1
05A,BUVW001K189,41,52.26829268292683,31.899078662434682,126.0,6.0,2143.0,0,0.0,0.6102950187400009,2,1
05A,BUVW001K190,41,112.07317073170732,59.63614266696935,288.0,48.0,4595.0,0,0.0,0.5321179215115872,3,1
05A,BUVW001K191,41,27.121951219512194,22.73894799891941,90.0,0.0,1112.0,1,0.024390243902439025,0.8383964639889351,1,1
05A,BUVW001K192,41,360.6829268292683,145.21681015371294,642.0,126.0,14788.0,0,0.0,0.4026162575265236,3,1
05A,BUVW001K194,41,888.0731707317074,308.5528633997667,1641.0,414.0,36411.0,0,0.0,0.3474408118258338,3,1
05A,BUVW001K197,41,48.46341463414634,25.32103627517603,120.0,6.0,1987.0,0,0.0,0.522477346392661,2,1
05A,BUVW001K198,41,94.60975609756098,50.22692407901386,258.0,24.0,3879.0,0,0.0,0.5308852506418067,3,1
05A,BUVW001K199,41,59.80487804878049,38.755786350037525,181.0,0.0,2452.0,2,0.04878048780487805,0.6480372105838248,2,1
05A,BUVW001K301,41,248.6829268292683,92.78481530519697,501.0,132.0,10196.0,0,0.0,0.3731048869667591,3,1
05A,BUVW001K303,41,69.41463414634147,37.331605651080764,168.0,12.0,2846.0,0,0.0,0.5378059844322949,2,1
05A,BUVW001K305,41,15.804878048780488,12.798866184539788,48.0,0.0,648.0,7,0.17073170731707318,0.8098048048860051,1,1
05A,BUVW001K306,41,410.5609756097561,136.3380080499359,780.0,222.0,16833.0,0,0.0,0.33207736767346113,3,1
05A,BUVW001K309,41,151.609756097561,65.05608274741897,342.0,36.0,6216.0,0,0.0,0.429102218893851,3,1
05A,BUVW001K310,41,66.46341463414635,30.077481245090656,174.0,30.0,2725.0,0,0.0,0.45254191965090523,2,1
05A,BUVW001K328,41,232.58536585365854,86.36694263714448,488.0,102.0,9536.0,0,0.0,0.3713343800464475,3,1
05A,BUVW001K329,41,128.70731707317074,52.58480954726329,270.0,54.0,5277.0,0,0.0,0.40856115054724174,3,1
05A,BUVW001K330,41,259.6829268292683,104.44363049616531,582.0,84.0,10647.0,0,0.0,0.40219675498664204,3,1
05A,BUVW001K331,41,292.2926829268293,103.17587990960845,546.0,114.0,11984.0,0,0.0,0.35298824067873386,3,1
05A,BUVW001K333,41,290.8780487804878,109.28842462080581,593.0,138.0,11926.0,0,0.0,0.3757190516059901,3,1
