periode,area,cabang,sku,qty,imputed,is_active,train_start,nz_last,is_train,is_test,event_flag,holiday_count,event_flag_lag1,holiday_count_lag1,rainfall_lag1,qty_lag1,qty_lag2,qty_lag3,qty_lag4,qty_lag5,qty_lag6,qty_lag7,qty_lag8,qty_lag9,qty_lag10,qty_lag11,qty_lag12,qty_rollmean_3,qty_rollstd_3,qty_rollmean_6,qty_rollstd_6,qty_rollmean_12,qty_rollstd_12,spike_flag,sample_weight,month,year,qtr,selected15,eligible_model,alive_recent
2021-01-01,1A,02A,BNOP400CHAR,412.0,0,1,2021-01-01,2024-05-01,1,0,0,1,,,0.0,,,,,,,,,,,,,,,,,,,0,1.0,1,2021,1,1,1,1
2021-02-01,1A,02A,BNOP400CHAR,441.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,1.0,0.0,412.0,,,,,,,,,,,,412.0,,412.0,,412.0,,0,1.0,2,2021,1,1,1,1
2021-03-01,1A,02A,BNOP400CHAR,1760.0,0,1,2021-01-01,2024-05-01,1,0,0,4,0.0,1.0,0.0,441.0,412.0,,,,,,,,,,,426.5,20.50609665440988,426.5,20.50609665440988,426.5,20.50609665440988,0,1.0,3,2021,1,1,1,1
2021-04-01,1A,02A,BNOP400CHAR,502.0,0,1,2021-01-01,2024-05-01,1,0,0,3,0.0,4.0,0.0,1760.0,441.0,412.0,,,,,,,,,,871.0,770.0331161709865,871.0,770.0331161709865,871.0,770.0331161709865,0,1.0,4,2021,2,1,1,1
2021-05-01,1A,02A,BNOP400CHAR,228.0,0,1,2021-01-01,2024-05-01,1,0,0,5,0.0,3.0,0.0,502.0,1760.0,441.0,412.0,,,,,,,,,901.0,744.540798076237,778.75,655.2411133824454,778.75,655.2411133824454,0,1.0,5,2021,2,1,1,1
2021-06-01,1A,02A,BNOP400CHAR,1555.0,0,1,2021-01-01,2024-05-01,1,0,1,1,0.0,5.0,0.0,228.0,502.0,1760.0,441.0,412.0,,,,,,,,830.0,816.9724597561413,668.6,618.6039120471193,668.6,618.6039120471193,0,1.0,6,2021,2,1,1,1
2021-07-01,1A,02A,BNOP400CHAR,373.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,1.0,0.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,,,,761.6666666666666,700.5728608312867,816.3333333333334,661.1259083311337,816.3333333333334,661.1259083311337,0,1.0,7,2021,3,1,1,1
2021-08-01,1A,02A,BNOP400CHAR,504.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,1.0,0.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,,,718.6666666666666,727.905442577079,809.8333333333334,666.0694908691335,753.0,626.3524034705489,0,1.0,8,2021,3,1,1,1
2021-09-01,1A,02A,BNOP400CHAR,1452.0,0,1,2021-01-01,2024-05-01,1,0,0,0,0.0,2.0,0.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,,810.6666666666666,647.9308090632311,820.3333333333334,659.5570230591641,721.875,586.5339930472912,0,1.0,9,2021,3,1,1,1
2021-10-01,1A,02A,BNOP400CHAR,393.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,0.0,0.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,776.3333333333334,588.7990602347571,769.0,578.8429838911411,803.0,600.208921959679,0,1.0,10,2021,4,1,1,1
2021-11-01,1A,02A,BNOP400CHAR,4052.0,0,1,2021-01-01,2024-05-01,1,0,1,0,0.0,1.0,0.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,783.0,582.0231954140658,750.8333333333334,590.4918006769159,762.0,580.5453374964687,1,0.8,11,2021,4,1,1,1
2021-12-01,1A,02A,BNOP400CHAR,124.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,0.0,0.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,1965.6666666666667,1882.806504485613,1388.1666666666667,1409.2967631647589,1061.090909090909,1134.609488286208,0,1.0,12,2021,4,1,1,1
2022-01-01,1A,02A,BNOP400CHAR,313.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,1.0,0.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,1523.0,2194.3042177419247,1149.6666666666667,1493.9596603210766,983.0,1115.1171157408453,0,1.0,1,2022,1,1,1,1
2022-02-01,1A,02A,BNOP400CHAR,1638.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,1.0,0.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,1496.3333333333333,2215.2887697393617,1139.6666666666667,1500.385106119981,974.75,1120.0807702206937,0,1.0,2,2022,1,1,1,1
2022-03-01,1A,02A,BNOP400CHAR,1587.0,0,1,2021-01-01,2024-05-01,1,0,1,1,0.0,2.0,0.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,691.6666666666666,824.9789896314544,1328.6666666666667,1475.514509134582,1074.5,1121.5249764170535,0,1.0,3,2022,1,1,1,1
2022-04-01,1A,02A,BNOP400CHAR,378.0,0,1,2021-01-01,2024-05-01,1,0,0,2,1.0,1.0,0.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1179.3333333333333,750.6998956529397,1351.1666666666667,1478.7969998166302,1060.0833333333333,1112.9915835941956,0,1.0,4,2022,2,1,1,1
2022-05-01,1A,02A,BNOP400CHAR,247.0,0,1,2021-01-01,2024-05-01,1,0,0,8,0.0,2.0,0.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,1201.0,713.1949242668524,1348.6666666666667,1480.7521962390151,1049.75,1119.2023234916423,0,1.0,5,2022,2,1,1,1
2022-06-01,1A,02A,BNOP400CHAR,1335.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,8.0,0.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,737.3333333333334,738.7423998481038,714.5,700.8265833999164,1051.3333333333333,1117.9468464623674,0,1.0,6,2022,2,1,1,1
2022-07-01,1A,02A,BNOP400CHAR,170.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,1.0,0.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,653.3333333333334,593.9632424092721,916.3333333333334,670.4773423961966,1033.0,1110.716803772149,0,1.0,7,2022,3,1,1,1
2022-08-01,1A,02A,BNOP400CHAR,99.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,2.0,0.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,584.0,651.5235989586275,892.5,698.1824260177278,1016.0833333333334,1123.1588941530722,0,1.0,8,2022,3,1,1,1
2022-09-01,1A,02A,BNOP400CHAR,797.0,0,1,2021-01-01,2024-05-01,1,0,1,0,0.0,1.0,0.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,534.6666666666666,694.0175309985591,636.0,650.6015677816955,982.3333333333334,1145.8021670692574,0,1.0,9,2022,3,1,1,1
2022-10-01,1A,02A,BNOP400CHAR,532.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,0.0,0.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,355.3333333333333,384.13842990950064,504.3333333333333,476.21745733085737,927.75,1136.9615908600033,0,1.0,10,2022,4,1,1,1
2022-11-01,1A,02A,BNOP400CHAR,897.0,0,1,2021-01-01,2024-05-01,1,0,1,0,0.0,1.0,0.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,476.0,352.3535156628961,530.0,472.1796268370759,939.3333333333334,1131.714253473531,0,1.0,11,2022,4,1,1,1
2022-12-01,1A,02A,BNOP400CHAR,98.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,0.0,0.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,742.0,188.61336113860585,638.3333333333334,468.817946186648,676.4166666666666,569.8600240144043,0,1.0,12,2022,4,1,1,1
2023-01-01,1A,02A,BNOP400CHAR,483.0,0,1,2021-01-01,2024-05-01,1,0,0,3,0.0,1.0,0.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,509.0,399.996249982425,432.1666666666667,360.704542065479,674.25,572.1959494311848,0,1.0,1,2023,1,1,1,1
2023-02-01,1A,02A,BNOP400CHAR,248.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,3.0,0.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,492.6666666666667,399.587704181868,484.3333333333333,337.06478111286987,688.4166666666666,564.4914780471705,0,1.0,2,2023,1,1,1,1
2023-03-01,1A,02A,BNOP400CHAR,1183.0,0,1,2021-01-01,2024-05-01,1,0,1,2,0.0,1.0,0.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,276.3333333333333,194.0575516009016,509.1666666666667,307.1595133911155,572.5833333333334,489.5644554709896,0,1.0,3,2023,1,1,1,1
2023-04-01,1A,02A,BNOP400CHAR,179.0,0,1,2021-01-01,2024-05-01,1,0,0,8,1.0,2.0,0.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,638.0,486.3897614054004,573.5,404.5010506784873,538.9166666666666,422.80157786179655,0,1.0,4,2023,2,1,1,1
2023-05-01,1A,02A,BNOP400CHAR,892.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,8.0,0.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,536.6666666666666,560.8032929052182,514.6666666666666,436.1754998468699,522.3333333333334,433.4553208250138,0,1.0,5,2023,2,1,1,1
2023-06-01,1A,02A,BNOP400CHAR,1384.0,0,1,2021-01-01,2024-05-01,1,0,1,6,0.0,2.0,0.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,751.3333333333334,516.5697758612436,513.8333333333334,435.3028447720814,576.0833333333334,436.1916714500917,0,1.0,6,2023,2,1,1,1
2023-07-01,1A,02A,BNOP400CHAR,159.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,6.0,0.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,818.3333333333334,605.8682475038078,728.1666666666666,501.2150902224181,580.1666666666666,444.0996680380606,0,1.0,7,2023,3,1,1,1
2023-08-01,1A,02A,BNOP400CHAR,365.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,1.0,0.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,811.6666666666666,616.4384262303375,674.1666666666666,548.1661852638,579.25,445.0336299856252,0,1.0,8,2023,3,1,1,1
2023-09-01,1A,02A,BNOP400CHAR,496.0,0,1,2021-01-01,2024-05-01,1,0,1,1,0.0,1.0,0.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,636.0,655.9245383426378,693.6666666666666,531.8111193522252,601.4166666666666,425.11719418047454,0,1.0,9,2023,3,1,1,1
2023-10-01,1A,02A,BNOP400CHAR,2061.0,0,1,2021-01-01,2024-05-01,1,0,0,0,1.0,1.0,0.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,340.0,169.88525539317246,579.1666666666666,476.4617158457402,576.3333333333334,421.3917057761937,1,0.8,10,2023,4,1,1,1
2023-11-01,1A,02A,BNOP400CHAR,290.0,0,1,2021-01-01,2024-05-01,1,0,0,0,0.0,0.0,0.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,974.0,943.6455902509168,892.8333333333334,718.3947150882074,703.75,600.0553194194988,0,1.0,11,2023,4,1,1,1
2023-12-01,1A,02A,BNOP400CHAR,486.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,0.0,0.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,949.0,968.51277740668,792.5,759.402594148848,653.1666666666666,607.8179801303162,0,1.0,12,2023,4,1,1,1
2024-01-01,1A,02A,BNOP400CHAR,95.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,2.0,0.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,945.6666666666666,970.865764837413,642.8333333333334,706.1346660989437,685.5,585.5113538220637,0,1.0,1,2024,1,1,1,1
2024-02-01,1A,02A,BNOP400CHAR,416.0,0,1,2021-01-01,2024-05-01,1,0,0,3,0.0,1.0,0.0,95.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,290.3333333333333,195.50021312862197,632.1666666666666,715.3285725222129,653.1666666666666,607.9920503866261,0,1.0,2,2024,1,1,1,1
2024-03-01,1A,02A,BNOP400CHAR,1486.0,0,1,2021-01-01,2024-05-01,1,0,1,4,0.0,3.0,0.0,416.0,95.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,332.3333333333333,208.4954036264025,640.6666666666666,711.8133650520106,667.1666666666666,599.6918653219616,0,1.0,3,2024,1,1,1,1
2024-04-01,1A,02A,BNOP400CHAR,152.0,0,1,2021-01-01,2024-05-01,1,0,0,6,1.0,4.0,0.0,1486.0,416.0,95.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,665.6666666666666,728.3339435542845,805.6666666666666,782.7772778170472,692.4166666666666,629.0459526982595,0,1.0,4,2024,2,1,1,1
2024-05-01,1A,02A,BNOP400CHAR,739.0,0,1,2021-01-01,2024-05-01,1,0,0,5,0.0,6.0,0.0,152.0,1486.0,416.0,95.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,684.6666666666666,706.4172515824736,487.5,511.4175397852525,690.1666666666666,631.0942637173706,0,1.0,5,2024,2,1,1,1
2021-01-01,1A,02A,BNOP400CPOX,412.0,0,1,2021-01-01,2024-05-01,1,0,0,1,,,0.0,,,,,,,,,,,,,,,,,,,0,1.0,1,2021,1,1,1,1
2021-02-01,1A,02A,BNOP400CPOX,441.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,1.0,0.0,412.0,,,,,,,,,,,,412.0,,412.0,,412.0,,0,1.0,2,2021,1,1,1,1
2021-03-01,1A,02A,BNOP400CPOX,1760.0,0,1,2021-01-01,2024-05-01,1,0,0,4,0.0,1.0,0.0,441.0,412.0,,,,,,,,,,,426.5,20.50609665440988,426.5,20.50609665440988,426.5,20.50609665440988,0,1.0,3,2021,1,1,1,1
2021-04-01,1A,02A,BNOP400CPOX,502.0,0,1,2021-01-01,2024-05-01,1,0,0,3,0.0,4.0,0.0,1760.0,441.0,412.0,,,,,,,,,,871.0,770.0331161709865,871.0,770.0331161709865,871.0,770.0331161709865,0,1.0,4,2021,2,1,1,1
2021-05-01,1A,02A,BNOP400CPOX,228.0,0,1,2021-01-01,2024-05-01,1,0,0,5,0.0,3.0,0.0,502.0,1760.0,441.0,412.0,,,,,,,,,901.0,744.540798076237,778.75,655.2411133824454,778.75,655.2411133824454,0,1.0,5,2021,2,1,1,1
2021-06-01,1A,02A,BNOP400CPOX,1555.0,0,1,2021-01-01,2024-05-01,1,0,1,1,0.0,5.0,0.0,228.0,502.0,1760.0,441.0,412.0,,,,,,,,830.0,816.9724597561413,668.6,618.6039120471193,668.6,618.6039120471193,0,1.0,6,2021,2,1,1,1
2021-07-01,1A,02A,BNOP400CPOX,373.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,1.0,0.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,,,,761.6666666666666,700.5728608312867,816.3333333333334,661.1259083311337,816.3333333333334,661.1259083311337,0,1.0,7,2021,3,1,1,1
2021-08-01,1A,02A,BNOP400CPOX,504.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,1.0,0.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,,,718.6666666666666,727.905442577079,809.8333333333334,666.0694908691335,753.0,626.3524034705489,0,1.0,8,2021,3,1,1,1
2021-09-01,1A,02A,BNOP400CPOX,1452.0,0,1,2021-01-01,2024-05-01,1,0,0,0,0.0,2.0,0.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,,810.6666666666666,647.9308090632311,820.3333333333334,659.5570230591641,721.875,586.5339930472912,0,1.0,9,2021,3,1,1,1
2021-10-01,1A,02A,BNOP400CPOX,393.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,0.0,0.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,,776.3333333333334,588.7990602347571,769.0,578.8429838911411,803.0,600.208921959679,0,1.0,10,2021,4,1,1,1
2021-11-01,1A,02A,BNOP400CPOX,4052.0,0,1,2021-01-01,2024-05-01,1,0,1,0,0.0,1.0,0.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,,783.0,582.0231954140658,750.8333333333334,590.4918006769159,762.0,580.5453374964687,1,0.8,11,2021,4,1,1,1
2021-12-01,1A,02A,BNOP400CPOX,124.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,0.0,0.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,,1965.6666666666667,1882.806504485613,1388.1666666666667,1409.2967631647589,1061.090909090909,1134.609488286208,0,1.0,12,2021,4,1,1,1
2022-01-01,1A,02A,BNOP400CPOX,313.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,1.0,0.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,412.0,1523.0,2194.3042177419247,1149.6666666666667,1493.9596603210766,983.0,1115.1171157408453,0,1.0,1,2022,1,1,1,1
2022-02-01,1A,02A,BNOP400CPOX,1638.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,1.0,0.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,441.0,1496.3333333333333,2215.2887697393617,1139.6666666666667,1500.385106119981,974.75,1120.0807702206937,0,1.0,2,2022,1,1,1,1
2022-03-01,1A,02A,BNOP400CPOX,1587.0,0,1,2021-01-01,2024-05-01,1,0,1,1,0.0,2.0,0.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1760.0,691.6666666666666,824.9789896314544,1328.6666666666667,1475.514509134582,1074.5,1121.5249764170535,0,1.0,3,2022,1,1,1,1
2022-04-01,1A,02A,BNOP400CPOX,378.0,0,1,2021-01-01,2024-05-01,1,0,0,2,1.0,1.0,0.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,502.0,1179.3333333333333,750.6998956529397,1351.1666666666667,1478.7969998166302,1060.0833333333333,1112.9915835941956,0,1.0,4,2022,2,1,1,1
2022-05-01,1A,02A,BNOP400CPOX,247.0,0,1,2021-01-01,2024-05-01,1,0,0,8,0.0,2.0,0.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,228.0,1201.0,713.1949242668524,1348.6666666666667,1480.7521962390151,1049.75,1119.2023234916423,0,1.0,5,2022,2,1,1,1
2022-06-01,1A,02A,BNOP400CPOX,1335.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,8.0,0.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,1555.0,737.3333333333334,738.7423998481038,714.5,700.8265833999164,1051.3333333333333,1117.9468464623674,0,1.0,6,2022,2,1,1,1
2022-07-01,1A,02A,BNOP400CPOX,170.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,1.0,0.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,373.0,653.3333333333334,593.9632424092721,916.3333333333334,670.4773423961966,1033.0,1110.716803772149,0,1.0,7,2022,3,1,1,1
2022-08-01,1A,02A,BNOP400CPOX,99.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,2.0,0.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,504.0,584.0,651.5235989586275,892.5,698.1824260177278,1016.0833333333334,1123.1588941530722,0,1.0,8,2022,3,1,1,1
2022-09-01,1A,02A,BNOP400CPOX,797.0,0,1,2021-01-01,2024-05-01,1,0,1,0,0.0,1.0,0.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,1452.0,534.6666666666666,694.0175309985591,636.0,650.6015677816955,982.3333333333334,1145.8021670692574,0,1.0,9,2022,3,1,1,1
2022-10-01,1A,02A,BNOP400CPOX,532.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,0.0,0.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,393.0,355.3333333333333,384.13842990950064,504.3333333333333,476.21745733085737,927.75,1136.9615908600033,0,1.0,10,2022,4,1,1,1
2022-11-01,1A,02A,BNOP400CPOX,897.0,0,1,2021-01-01,2024-05-01,1,0,1,0,0.0,1.0,0.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,4052.0,476.0,352.3535156628961,530.0,472.1796268370759,939.3333333333334,1131.714253473531,0,1.0,11,2022,4,1,1,1
2022-12-01,1A,02A,BNOP400CPOX,98.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,0.0,0.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,124.0,742.0,188.61336113860585,638.3333333333334,468.817946186648,676.4166666666666,569.8600240144043,0,1.0,12,2022,4,1,1,1
2023-01-01,1A,02A,BNOP400CPOX,483.0,0,1,2021-01-01,2024-05-01,1,0,0,3,0.0,1.0,0.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,313.0,509.0,399.996249982425,432.1666666666667,360.704542065479,674.25,572.1959494311848,0,1.0,1,2023,1,1,1,1
2023-02-01,1A,02A,BNOP400CPOX,248.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,3.0,0.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,1638.0,492.6666666666667,399.587704181868,484.3333333333333,337.06478111286987,688.4166666666666,564.4914780471705,0,1.0,2,2023,1,1,1,1
2023-03-01,1A,02A,BNOP400CPOX,1183.0,0,1,2021-01-01,2024-05-01,1,0,1,2,0.0,1.0,0.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,1587.0,276.3333333333333,194.0575516009016,509.1666666666667,307.1595133911155,572.5833333333334,489.5644554709896,0,1.0,3,2023,1,1,1,1
2023-04-01,1A,02A,BNOP400CPOX,179.0,0,1,2021-01-01,2024-05-01,1,0,0,8,1.0,2.0,0.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,378.0,638.0,486.3897614054004,573.5,404.5010506784873,538.9166666666666,422.80157786179655,0,1.0,4,2023,2,1,1,1
2023-05-01,1A,02A,BNOP400CPOX,892.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,8.0,0.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,247.0,536.6666666666666,560.8032929052182,514.6666666666666,436.1754998468699,522.3333333333334,433.4553208250138,0,1.0,5,2023,2,1,1,1
2023-06-01,1A,02A,BNOP400CPOX,1384.0,0,1,2021-01-01,2024-05-01,1,0,1,6,0.0,2.0,0.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,1335.0,751.3333333333334,516.5697758612436,513.8333333333334,435.3028447720814,576.0833333333334,436.1916714500917,0,1.0,6,2023,2,1,1,1
2023-07-01,1A,02A,BNOP400CPOX,159.0,0,1,2021-01-01,2024-05-01,1,0,0,1,1.0,6.0,0.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,170.0,818.3333333333334,605.8682475038078,728.1666666666666,501.2150902224181,580.1666666666666,444.0996680380606,0,1.0,7,2023,3,1,1,1
2023-08-01,1A,02A,BNOP400CPOX,365.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,1.0,0.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,99.0,811.6666666666666,616.4384262303375,674.1666666666666,548.1661852638,579.25,445.0336299856252,0,1.0,8,2023,3,1,1,1
2023-09-01,1A,02A,BNOP400CPOX,496.0,0,1,2021-01-01,2024-05-01,1,0,1,1,0.0,1.0,0.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,797.0,636.0,655.9245383426378,693.6666666666666,531.8111193522252,601.4166666666666,425.11719418047454,0,1.0,9,2023,3,1,1,1
2023-10-01,1A,02A,BNOP400CPOX,2061.0,0,1,2021-01-01,2024-05-01,1,0,0,0,1.0,1.0,0.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,532.0,340.0,169.88525539317246,579.1666666666666,476.4617158457402,576.3333333333334,421.3917057761937,1,0.8,10,2023,4,1,1,1
2023-11-01,1A,02A,BNOP400CPOX,290.0,0,1,2021-01-01,2024-05-01,1,0,0,0,0.0,0.0,0.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,897.0,974.0,943.6455902509168,892.8333333333334,718.3947150882074,703.75,600.0553194194988,0,1.0,11,2023,4,1,1,1
2023-12-01,1A,02A,BNOP400CPOX,486.0,0,1,2021-01-01,2024-05-01,1,0,0,2,0.0,0.0,0.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,98.0,949.0,968.51277740668,792.5,759.402594148848,653.1666666666666,607.8179801303162,0,1.0,12,2023,4,1,1,1
2024-01-01,1A,02A,BNOP400CPOX,95.0,0,1,2021-01-01,2024-05-01,1,0,0,1,0.0,2.0,0.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,483.0,945.6666666666666,970.865764837413,642.8333333333334,706.1346660989437,685.5,585.5113538220637,0,1.0,1,2024,1,1,1,1
2024-02-01,1A,02A,BNOP400CPOX,416.0,0,1,2021-01-01,2024-05-01,1,0,0,3,0.0,1.0,0.0,95.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,248.0,290.3333333333333,195.50021312862197,632.1666666666666,715.3285725222129,653.1666666666666,607.9920503866261,0,1.0,2,2024,1,1,1,1
2024-03-01,1A,02A,BNOP400CPOX,1486.0,0,1,2021-01-01,2024-05-01,1,0,1,4,0.0,3.0,0.0,416.0,95.0,486.0,290.0,2061.0,496.0,365.0,159.0,1384.0,892.0,179.0,1183.0,332.3333333333333,208.4954036264025,640.6666666666666,711.8133650520106,667.1666666666666,599.6918653219616,0,1.0,3,2024,1,1,1,1
