cabang,sku,n_train,n_zero,zero_ratio,imputed_ratio,spike_ratio,qty_mean,qty_median,qty_std,qty_min,qty_max,scale_bucket,zero_bucket
02A,BUVW002KBC,41.0,0.0,0.0,0.0,0.07317073170731707,67.7560975609756,44.0,57.49033853083702,8.0,217.0,medium,dense
02A,BUVW004K194,40.0,27.0,0.675,0.675,0.05,2.35,0.0,5.101784504289173,0.0,28.0,low,sparse
02A,BUVW004KSB,40.0,26.0,0.65,0.65,0.025,1.8,0.0,2.8572893735326432,0.0,12.0,low,sparse
02A,BUVW004KSW,41.0,5.0,0.12195121951219512,0.12195121951219512,0.04878048780487805,24.78048780487805,20.0,20.361129874250533,0.0,84.0,medium,dense
02A,BUVW100C190,41.0,0.0,0.0,0.0,0.0,225.65853658536585,216.0,111.71025238448293,48.0,468.0,high,dense
02A,BUVW100C192,41.0,0.0,0.0,0.0,0.024390243902439025,885.1463414634146,816.0,376.33798379751744,312.0,2064.0,high,dense
02A,BUVW100C194,41.0,0.0,0.0,0.0,0.0975609756097561,257.8536585365854,204.0,142.26762825316408,48.0,600.0,high,dense
02A,BUVW100C197,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,64.39024390243902,48.0,48.947358482751895,0.0,180.0,medium,dense
02A,BUVW100C198,41.0,0.0,0.0,0.0,0.0,142.2439024390244,132.0,73.41416092546618,48.0,324.0,high,dense
02A,BUVW100C301,41.0,0.0,0.0,0.0,0.0,208.09756097560975,204.0,88.81661018020469,84.0,396.0,high,dense
02A,BUVW100C306,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,54.4390243902439,48.0,41.92257672214806,0.0,204.0,medium,dense
02A,BUVW100C309,41.0,0.0,0.0,0.0,0.0,156.0,156.0,68.83022591855993,60.0,324.0,high,dense
02A,BUVW100C328,41.0,0.0,0.0,0.0,0.04878048780487805,46.829268292682926,36.0,37.928816511344245,12.0,180.0,medium,dense
02A,BUVW100C465,41.0,0.0,0.0,0.0,0.0,208.09756097560975,204.0,95.72246467732869,60.0,492.0,high,dense
02A,BUVW100C466,41.0,0.0,0.0,0.0,0.0,69.36585365853658,72.0,38.74645538469357,12.0,168.0,high,dense
02A,BUVW100C470,41.0,5.0,0.12195121951219512,0.12195121951219512,0.04878048780487805,33.951219512195124,24.0,31.049920466494108,0.0,156.0,medium,dense
02A,BUVW100C480,41.0,0.0,0.0,0.0,0.04878048780487805,297.9512195121951,264.0,137.08135380486877,108.0,684.0,high,dense
02A,BUVW100C630,41.0,7.0,0.17073170731707318,0.17073170731707318,0.04878048780487805,35.707317073170735,36.0,30.178008468451843,0.0,120.0,medium,dense
02A,BUVW100C645,41.0,5.0,0.12195121951219512,0.12195121951219512,0.04878048780487805,33.951219512195124,24.0,26.277320277676903,0.0,120.0,medium,dense
02A,BUVW100C650,41.0,0.0,0.0,0.0,0.024390243902439025,303.6341463414634,252.0,150.84855917402078,96.0,816.0,high,dense
02A,BUVW100C652,41.0,0.0,0.0,0.0,0.0,70.53658536585365,72.0,33.749146330667095,12.0,144.0,high,dense
02A,BUVW100C657,41.0,0.0,0.0,0.0,0.0,203.41463414634146,192.0,93.37477593273145,60.0,444.0,high,dense
02A,BUVW100C660,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,89.5609756097561,72.0,61.135116251009045,0.0,264.0,high,dense
02A,BUVW100C732,41.0,0.0,0.0,0.0,0.12195121951219512,222.14634146341464,192.0,98.00856109942892,120.0,540.0,high,dense
02A,BUVW100C733,41.0,0.0,0.0,0.0,0.024390243902439025,265.1707317073171,216.0,141.218253501278,108.0,780.0,high,dense
02A,BUVW100C750,41.0,0.0,0.0,0.0,0.0,259.3170731707317,240.0,104.95295113154043,108.0,528.0,high,dense
02A,BUVW100C911,41.0,0.0,0.0,0.0,0.07317073170731707,96.0,84.0,53.531299255669104,36.0,240.0,high,dense
02A,BUVW100CALU,41.0,0.0,0.0,0.0,0.0,286.5365853658537,264.0,147.926349505586,72.0,660.0,high,dense
02A,BUVW100CSB,41.0,0.0,0.0,0.0,0.0,2071.0243902439024,1992.0,705.3202282582316,1140.0,4140.0,high,dense
02A,BUVW100CSW,41.0,0.0,0.0,0.0,0.024390243902439025,1850.341463414634,1608.0,766.2881837062379,804.0,4092.0,high,dense
02A,BUVW200C192,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,42.146341463414636,36.0,28.28565093436048,0.0,132.0,medium,dense
02A,BUVW200C194,41.0,8.0,0.1951219512195122,0.1951219512195122,0.024390243902439025,27.21951219512195,24.0,26.294022319837214,0.0,132.0,medium,dense
02A,BUVW200C301,41.0,16.0,0.3902439024390244,0.36585365853658536,0.0,12.292682926829269,12.0,13.809858620635882,0.0,60.0,medium,semi_sparse
02A,BUVW200C306,37.0,20.0,0.5405405405405406,0.5405405405405406,0.0,6.162162162162162,0.0,7.278253428740508,0.0,24.0,low,sparse
02A,BUVW200C309,41.0,14.0,0.34146341463414637,0.34146341463414637,0.0,13.463414634146341,12.0,13.198669556011337,0.0,48.0,medium,semi_sparse
02A,BUVW200C480,41.0,16.0,0.3902439024390244,0.3902439024390244,0.0,12.585365853658537,12.0,13.131975498294416,0.0,48.0,medium,semi_sparse
02A,BUVW200C650,41.0,9.0,0.21951219512195122,0.21951219512195122,0.024390243902439025,18.146341463414632,12.0,18.024373741700092,0.0,96.0,medium,semi_sparse
02A,BUVW200C660,41.0,19.0,0.4634146341463415,0.4634146341463415,0.0,9.365853658536585,12.0,11.228882619301388,0.0,48.0,medium,semi_sparse
02A,BUVW200C732,41.0,13.0,0.3170731707317073,0.3170731707317073,0.0,16.682926829268293,12.0,16.294844314061802,0.0,60.0,medium,semi_sparse
02A,BUVW200CALU,39.0,13.0,0.3333333333333333,0.3333333333333333,0.0,11.384615384615385,12.0,10.281857769405459,0.0,36.0,medium,semi_sparse
02A,BUVW200CSB,41.0,0.0,0.0,0.0,0.024390243902439025,189.3658536585366,192.0,71.92557128642115,36.0,420.0,high,dense
02A,BUVW200CSW,41.0,0.0,0.0,0.0,0.024390243902439025,200.4878048780488,168.0,104.10454407738874,48.0,648.0,high,dense
02A,BUVW500CSB,40.0,22.0,0.55,0.55,0.025,1.525,0.0,2.3203392766951905,0.0,12.0,low,sparse
02A,BUVW500CSW,41.0,9.0,0.21951219512195122,0.21951219512195122,0.04878048780487805,5.170731707317073,5.0,4.09818520216199,0.0,14.0,medium,semi_sparse
02A,BVWX001KBAS,36.0,14.0,0.3888888888888889,0.3888888888888889,0.05555555555555555,24.416666666666668,6.0,34.53393775900537,0.0,144.0,medium,semi_sparse
02A,BVWX001KENA,39.0,7.0,0.1794871794871795,0.1794871794871795,0.02564102564102564,36.87179487179487,36.0,33.93351044180639,0.0,150.0,medium,dense
02A,CKLM001KS600,41.0,0.0,0.0,0.0,0.0,642.2439024390244,595.0,283.36176351863395,210.0,1473.0,high,dense
02A,CKLM001KS601,41.0,0.0,0.0,0.0,0.024390243902439025,550.9512195121952,505.0,249.2317145970304,145.0,1338.0,high,dense
02A,CKLM001KS603,41.0,0.0,0.0,0.0,0.024390243902439025,264.5609756097561,225.0,118.68909991664943,80.0,637.0,high,dense
02A,CKLM001KS606,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,39.65853658536585,41.0,24.50368314774083,0.0,90.0,medium,dense
02A,CKLM001KS607,41.0,0.0,0.0,0.0,0.0,982.9268292682926,877.0,393.2075399991652,385.0,1797.0,high,dense
02A,CKLM001KS609,41.0,0.0,0.0,0.0,0.0,196.0731707317073,184.0,97.8032183120531,34.0,415.0,high,dense
02A,CKLM001KS610,41.0,0.0,0.0,0.0,0.07317073170731707,542.9756097560976,448.0,232.4233731582172,278.0,1259.0,high,dense
02A,CKLM001KS611,41.0,0.0,0.0,0.0,0.0,68.2439024390244,62.0,30.42760300106211,12.0,131.0,high,dense
02A,CKLM001KS615,41.0,0.0,0.0,0.0,0.024390243902439025,120.63414634146342,102.0,57.21789759225735,36.0,292.0,high,dense
02A,CKLM001KSPOL,41.0,0.0,0.0,0.0,0.0,597.6341463414634,556.0,216.4259406930649,235.0,1023.0,high,dense
02A,CKLM001KSW607,39.0,16.0,0.41025641025641024,0.358974358974359,0.0,7.512820512820513,5.0,8.481781698601187,0.0,30.0,medium,semi_sparse
02A,CKLM500CS600,41.0,0.0,0.0,0.0,0.04878048780487805,167.9268292682927,155.0,102.64414017465937,40.0,513.0,high,dense
02A,CKLM500CS601,41.0,0.0,0.0,0.0,0.07317073170731707,145.1951219512195,114.0,102.90777898492298,31.0,548.0,high,dense
02A,CKLM500CS603,41.0,0.0,0.0,0.0,0.0,76.6829268292683,71.0,34.82200383693494,20.0,169.0,high,dense
02A,CKLM500CS607,41.0,0.0,0.0,0.0,0.024390243902439025,214.26829268292684,194.0,114.68043084812768,75.0,644.0,high,dense
02A,CKLM500CS609,41.0,0.0,0.0,0.0,0.04878048780487805,50.26829268292683,44.0,39.09349331426133,7.0,189.0,medium,dense
02A,CKLM500CS610,41.0,0.0,0.0,0.0,0.024390243902439025,147.73170731707316,128.0,94.44866976041638,39.0,552.0,high,dense
02A,CKLM500CS611,41.0,0.0,0.0,0.0,0.0,26.585365853658537,23.0,17.494249926413104,2.0,72.0,medium,dense
02A,CKLM500CS615,41.0,0.0,0.0,0.0,0.024390243902439025,33.09756097560975,30.0,21.379668938092543,3.0,87.0,medium,dense
02A,CKLM500CSPOL,41.0,0.0,0.0,0.0,0.0975609756097561,206.3658536585366,167.0,104.31700630711201,55.0,577.0,high,dense
02A,CXYZ002KBA,41.0,8.0,0.1951219512195122,0.1951219512195122,0.04878048780487805,17.365853658536587,12.0,17.350441057161884,0.0,70.0,medium,dense
02A,CXYZ002KSW,36.0,25.0,0.6944444444444444,0.6944444444444444,0.05555555555555555,2.388888888888889,0.0,4.1354065461073235,0.0,16.0,low,sparse
02A,CXYZ020KPBA,41.0,5.0,0.12195121951219512,0.12195121951219512,0.07317073170731707,6.560975609756097,4.0,7.671534333129863,0.0,40.0,low,dense
02A,DABC001K31,41.0,25.0,0.6097560975609756,0.6097560975609756,0.0,2.2439024390243905,0.0,3.2922673631167783,0.0,10.0,low,sparse
02A,DABC001KSBM,39.0,18.0,0.46153846153846156,0.46153846153846156,0.0,5.641025641025641,6.0,5.918246448538708,0.0,16.0,medium,semi_sparse
02A,DABC001KSWM,39.0,23.0,0.5897435897435898,0.5897435897435898,0.05128205128205128,3.5128205128205128,0.0,6.077879628844754,0.0,30.0,low,sparse
02A,DCDE001KMET02,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,37.48780487804878,26.0,31.843462399069853,0.0,142.0,medium,dense
02A,DCDE001KMET03,41.0,0.0,0.0,0.0,0.0,27.853658536585368,24.0,20.760010808775792,2.0,69.0,medium,dense
02A,DDEF005K102,41.0,8.0,0.1951219512195122,0.1951219512195122,0.04878048780487805,13.341463414634147,10.0,13.945626117348697,0.0,48.0,medium,dense
02A,DDEF005K104,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0975609756097561,23.24390243902439,14.0,25.743718153954447,0.0,96.0,medium,dense
02A,DDEF005K106,41.0,9.0,0.21951219512195122,0.21951219512195122,0.0975609756097561,8.097560975609756,4.0,10.009507675327445,0.0,40.0,low,semi_sparse
02A,DDEF005K107,41.0,9.0,0.21951219512195122,0.21951219512195122,0.04878048780487805,9.073170731707316,4.0,10.25521877851087,0.0,42.0,low,semi_sparse
02A,DDEF005K108,41.0,5.0,0.12195121951219512,0.12195121951219512,0.07317073170731707,8.609756097560975,6.0,10.379976032680634,0.0,54.0,medium,dense
02A,DDEF005K109,41.0,13.0,0.3170731707317073,0.3170731707317073,0.07317073170731707,6.585365853658536,4.0,8.826028579593705,0.0,42.0,low,semi_sparse
02A,DDEF005K112,41.0,8.0,0.1951219512195122,0.1951219512195122,0.07317073170731707,8.560975609756097,6.0,8.660394853838376,0.0,32.0,medium,dense
02A,DDEF005K113,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0975609756097561,4.097560975609756,2.0,5.175929279118777,0.0,24.0,low,semi_sparse
02A,DDEF005K114,41.0,16.0,0.3902439024390244,0.3902439024390244,0.07317073170731707,5.463414634146342,4.0,8.099683824000815,0.0,32.0,low,semi_sparse
02A,DDEF005K117,41.0,4.0,0.0975609756097561,0.0975609756097561,0.07317073170731707,9.512195121951219,6.0,10.540687717648009,0.0,46.0,medium,dense
02A,DDEF005K121,41.0,8.0,0.1951219512195122,0.17073170731707318,0.024390243902439025,8.951219512195122,6.0,8.916140475318329,0.0,36.0,medium,dense
02A,DDEF005KBA,41.0,4.0,0.0975609756097561,0.0975609756097561,0.0,28.609756097560975,20.0,23.958169847445035,0.0,87.0,medium,dense
02A,DDEF005KBB,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,27.51219512195122,24.0,21.37653146703121,0.0,88.0,medium,dense
02A,DDEF005KBC,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,16.5609756097561,12.0,14.363232192803618,0.0,54.0,medium,dense
02A,DDEF020KP104,41.0,13.0,0.3170731707317073,0.3170731707317073,0.04878048780487805,2.4634146341463414,2.0,3.3918841443629066,0.0,18.0,low,semi_sparse
02A,DDEF020KP108,41.0,26.0,0.6341463414634146,0.6341463414634146,0.024390243902439025,0.8292682926829268,0.0,1.4124878587865852,0.0,7.0,low,sparse
02A,DDEF020KP121,41.0,16.0,0.3902439024390244,0.3902439024390244,0.04878048780487805,2.073170731707317,2.0,2.6018286252407075,0.0,10.0,low,semi_sparse
02A,DDEF020KPBA,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0,10.439024390243903,9.0,8.76370007613167,0.0,37.0,medium,dense
02A,DDEF020KPBB,40.0,5.0,0.125,0.125,0.0,7.175,5.5,5.812839457967385,0.0,19.0,medium,dense
02A,DDEF020KPBC,41.0,12.0,0.2926829268292683,0.2926829268292683,0.0,3.4878048780487805,2.0,3.7889441221764684,0.0,14.0,low,semi_sparse
02A,DDEF020KPMW,41.0,11.0,0.2682926829268293,0.2682926829268293,0.0,4.219512195121951,3.0,3.9402550369357514,0.0,12.0,low,semi_sparse
02A,DDEF020KPSW,41.0,0.0,0.0,0.0,0.04878048780487805,27.195121951219512,20.0,23.723637486898088,1.0,106.0,medium,dense
02A,DGHI002KRP,41.0,2.0,0.04878048780487805,0.04878048780487805,0.07317073170731707,26.121951219512194,22.0,21.97065670610601,0.0,94.0,medium,dense
02A,DGHI020KPARP,41.0,3.0,0.07317073170731707,0.04878048780487805,0.0975609756097561,12.341463414634147,8.0,12.949150080405973,0.0,48.0,medium,dense
02A,DHIJ001KBM,41.0,0.0,0.0,0.0,0.04878048780487805,35.31707317073171,33.0,17.92127091529817,11.0,96.0,medium,dense
02A,DHIJ001KBO,41.0,0.0,0.0,0.0,0.12195121951219512,17.414634146341463,13.0,12.338913262026153,4.0,74.0,medium,dense
02A,DHIJ001KDB,40.0,1.0,0.025,0.025,0.0,11.25,9.5,7.728568381710111,0.0,29.0,medium,dense
02A,DHIJ001KGK,41.0,0.0,0.0,0.0,0.0,19.4390243902439,17.0,10.481051427427987,4.0,44.0,medium,dense
02A,DHIJ001KHP,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,10.024390243902438,10.0,6.2068019336774745,0.0,29.0,medium,dense
02A,DHIJ001KOS,41.0,0.0,0.0,0.0,0.07317073170731707,13.21951219512195,11.0,8.40390443520734,1.0,36.0,medium,dense
02A,DHIJ001KPT,41.0,0.0,0.0,0.0,0.0,21.609756097560975,22.0,9.666638631862908,5.0,45.0,medium,dense
02A,DHIJ001KRD,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,15.536585365853659,15.0,9.550124504360165,0.0,36.0,medium,dense
02A,DHIJ001KRE,40.0,2.0,0.05,0.05,0.0,7.8,7.0,5.355083853397916,0.0,22.0,medium,dense
02A,DHIJ001KRV,40.0,1.0,0.025,0.025,0.0,10.2,8.5,6.645607764840065,0.0,23.0,medium,dense
02A,DHIJ001KWP,41.0,0.0,0.0,0.0,0.04878048780487805,56.65853658536585,50.0,22.44950974531244,31.0,127.0,high,dense
02A,DHIJ001KYD,41.0,0.0,0.0,0.0,0.0,30.902439024390244,28.0,11.823292430724997,15.0,61.0,medium,dense
02A,DHIJ001KYE,41.0,0.0,0.0,0.0,0.04878048780487805,81.60975609756098,72.0,36.17311021240811,20.0,227.0,high,dense
02A,DHIJ001KYK,41.0,0.0,0.0,0.0,0.0,16.878048780487806,15.0,9.636376710027529,2.0,39.0,medium,dense
02A,DJKL020KP,41.0,20.0,0.4878048780487805,0.4878048780487805,0.0975609756097561,1.4634146341463414,1.0,2.2814201824259572,0.0,10.0,low,semi_sparse
02A,DKLM350C,41.0,5.0,0.12195121951219512,0.12195121951219512,0.024390243902439025,102.90243902439025,96.0,92.18454449582337,0.0,480.0,high,dense
02A,DNOP001K,41.0,0.0,0.0,0.0,0.0,121.51219512195122,116.0,70.50997161792775,21.0,272.0,high,dense
02A,DNOP004K,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,24.048780487804876,24.0,12.835402641740918,0.0,56.0,medium,dense
02A,DNOP020KP,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,5.2439024390243905,4.0,4.017340462326277,0.0,13.0,low,dense
02A,DOPQ001K001,41.0,0.0,0.0,0.0,0.0,981.9512195121952,966.0,502.2653656793146,261.0,2431.0,high,dense
02A,DOPQ001K002,41.0,0.0,0.0,0.0,0.0,325.8292682926829,302.0,155.93683054990962,74.0,594.0,high,dense
02A,DOPQ001K003,41.0,0.0,0.0,0.0,0.0,280.9756097560976,277.0,122.03308727654111,71.0,565.0,high,dense
02A,DOPQ001K004,41.0,0.0,0.0,0.0,0.024390243902439025,108.1219512195122,105.0,66.3314386704944,30.0,367.0,high,dense
02A,DOPQ001K006,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,39.65853658536585,36.0,23.184703746325464,0.0,102.0,medium,dense
02A,DOPQ001K007,41.0,0.0,0.0,0.0,0.0,277.7317073170732,259.0,124.01593131332844,60.0,540.0,high,dense
02A,DOPQ001K009,41.0,0.0,0.0,0.0,0.0,2103.4146341463415,2133.0,933.2423312197576,455.0,4000.0,high,dense
02A,DOPQ001K010,41.0,0.0,0.0,0.0,0.024390243902439025,312.3658536585366,284.0,152.31427314890107,62.0,731.0,high,dense
02A,DOPQ001K017,41.0,4.0,0.0975609756097561,0.07317073170731707,0.024390243902439025,27.951219512195124,26.0,20.941527188235575,0.0,87.0,medium,dense
02A,DOPQ001K019,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,20.21951219512195,15.0,16.29035327290656,0.0,64.0,medium,dense
02A,DOPQ001K020,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,34.34146341463415,23.0,28.447855592379508,0.0,94.0,medium,dense
02A,DOPQ001K022,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,49.65853658536585,45.0,32.40957401455437,0.0,126.0,medium,dense
02A,DOPQ001K024,41.0,0.0,0.0,0.0,0.0,85.78048780487805,78.0,48.26671326862953,15.0,187.0,high,dense
02A,DOPQ001KBA,41.0,0.0,0.0,0.0,0.04878048780487805,124.97560975609755,90.0,93.10276252745619,8.0,350.0,high,dense
02A,DOPQ001KBB,41.0,0.0,0.0,0.0,0.04878048780487805,82.8048780487805,66.0,63.799772535721125,6.0,282.0,high,dense
02A,DOPQ001KBC,41.0,0.0,0.0,0.0,0.07317073170731707,117.14634146341463,104.0,81.47010524591514,20.0,339.0,high,dense
02A,DOPQ001KBY,41.0,7.0,0.17073170731707318,0.17073170731707318,0.0,29.414634146341463,24.0,24.892745539369596,0.0,80.0,medium,dense
02A,DOPQ004K001,41.0,0.0,0.0,0.0,0.0,78.46341463414635,68.0,44.32273545313715,14.0,178.0,high,dense
02A,DOPQ004K002,41.0,0.0,0.0,0.0,0.0,88.73170731707317,79.0,45.06718561783279,16.0,203.0,high,dense
02A,DOPQ004K003,41.0,0.0,0.0,0.0,0.0,54.26829268292683,48.0,28.389280010458087,14.0,126.0,medium,dense
02A,DOPQ004K004,41.0,0.0,0.0,0.0,0.04878048780487805,18.951219512195124,20.0,9.635743924348018,4.0,50.0,medium,dense
02A,DOPQ004K007,41.0,0.0,0.0,0.0,0.0,83.95121951219512,74.0,41.846715055970755,19.0,184.0,high,dense
02A,DOPQ004K009,41.0,0.0,0.0,0.0,0.0,455.0975609756098,392.0,232.45061893637202,112.0,977.0,high,dense
02A,DOPQ004K010,41.0,0.0,0.0,0.0,0.024390243902439025,107.41463414634147,99.0,62.65180588369185,22.0,254.0,high,dense
02A,DOPQ004K011,41.0,6.0,0.14634146341463414,0.14634146341463414,0.0,9.170731707317072,8.0,6.785655602166935,0.0,22.0,medium,dense
02A,DOPQ004K017,41.0,0.0,0.0,0.0,0.0,22.536585365853657,21.0,14.857822116608496,4.0,59.0,medium,dense
02A,DOPQ004K019,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,12.634146341463415,14.0,7.133568873856114,0.0,28.0,medium,dense
02A,DOPQ004K020,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,13.390243902439025,12.0,8.760359720869022,0.0,32.0,medium,dense
02A,DOPQ004K021,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,11.878048780487806,11.0,6.738676138349503,0.0,28.0,medium,dense
02A,DOPQ004K022,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,17.902439024390244,18.0,10.391835444349521,0.0,50.0,medium,dense
02A,DOPQ004K024,41.0,0.0,0.0,0.0,0.0,37.8780487804878,32.0,23.043648931919634,4.0,100.0,medium,dense
02A,DOPQ004K031,39.0,3.0,0.07692307692307693,0.07692307692307693,0.02564102564102564,10.564102564102564,10.0,6.877862549685163,0.0,28.0,medium,dense
02A,DOPQ004K032,39.0,9.0,0.23076923076923078,0.23076923076923078,0.0,6.6923076923076925,6.0,5.745267371149222,0.0,21.0,medium,semi_sparse
02A,DOPQ004KBA,41.0,0.0,0.0,0.0,0.0,125.02439024390245,114.0,74.49345199575531,20.0,316.0,high,dense
02A,DOPQ004KBB,41.0,0.0,0.0,0.0,0.0,103.73170731707317,110.0,63.74206789485414,4.0,292.0,high,dense
02A,DOPQ004KBC,41.0,0.0,0.0,0.0,0.0,103.90243902439025,84.0,61.359108891039476,30.0,288.0,high,dense
02A,DOPQ004KBY,41.0,5.0,0.12195121951219512,0.12195121951219512,0.024390243902439025,27.195121951219512,24.0,23.3700871973075,0.0,91.0,medium,dense
02A,DOPQ020KP001,41.0,5.0,0.12195121951219512,0.0975609756097561,0.024390243902439025,4.390243902439025,4.0,3.3976318869212996,0.0,13.0,low,dense
02A,DOPQ020KP002,41.0,0.0,0.0,0.0,0.0,34.853658536585364,26.0,21.150131176436894,8.0,80.0,medium,dense
02A,DOPQ020KP003,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,10.24390243902439,10.0,6.35130099981444,0.0,23.0,medium,dense
02A,DOPQ020KP004,41.0,7.0,0.17073170731707318,0.17073170731707318,0.0,3.2439024390243905,3.0,2.4777054688247153,0.0,9.0,low,dense
02A,DOPQ020KP007,41.0,0.0,0.0,0.0,0.024390243902439025,23.853658536585368,20.0,15.736201853703065,3.0,75.0,medium,dense
02A,DOPQ020KP009,41.0,0.0,0.0,0.0,0.04878048780487805,109.04878048780488,101.0,50.051948623161614,19.0,235.0,high,dense
02A,DOPQ020KP010,41.0,0.0,0.0,0.0,0.0,36.170731707317074,38.0,17.787499035874028,6.0,81.0,medium,dense
02A,DOPQ020KP017,41.0,0.0,0.0,0.0,0.07317073170731707,16.390243902439025,12.0,12.967031365699105,1.0,51.0,medium,dense
02A,DOPQ020KP019,41.0,10.0,0.24390243902439024,0.24390243902439024,0.024390243902439025,2.7560975609756095,2.0,2.7457283897435856,0.0,11.0,low,semi_sparse
02A,DOPQ020KP020,39.0,4.0,0.10256410256410256,0.10256410256410256,0.07692307692307693,5.128205128205129,4.0,4.384058965096922,0.0,17.0,low,dense
02A,DOPQ020KP021,40.0,4.0,0.1,0.075,0.1,3.325,2.0,3.3618332910665094,0.0,15.0,low,dense
02A,DOPQ020KP022,41.0,6.0,0.14634146341463414,0.14634146341463414,0.0,3.5121951219512195,3.0,2.335829094984393,0.0,8.0,low,dense
02A,DOPQ020KP024,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,11.292682926829269,11.0,7.342492432543,0.0,33.0,medium,dense
02A,DOPQ020KP031,39.0,6.0,0.15384615384615385,0.15384615384615385,0.02564102564102564,5.102564102564102,4.0,5.040858697707804,0.0,19.0,low,dense
02A,DOPQ020KP032,39.0,8.0,0.20512820512820512,0.1794871794871795,0.07692307692307693,5.6923076923076925,3.0,6.902150107999703,0.0,26.0,low,semi_sparse
