cabang,sku,n_months,nonzero_months,total_qty,qty_12m,qty_6m,has_may24,zero_ratio_train,n_train,last_nz,months_since_last_nz,alive_recent,eligible_model
13I,AEFG001K8,26,5,24.0,17.0,9.0,False,0.8076923076923077,26.0,2023-05-01,12,0,0
13I,AEFG001K9,26,7,69.0,22.0,17.0,False,0.7307692307692307,26.0,2023-05-01,12,0,0
13I,AHIJ005K701,13,9,46.0,42.0,12.0,True,0.3076923076923077,13.0,2024-05-01,0,1,0
13I,AHIJ005K702,13,9,42.0,38.0,20.0,True,0.3076923076923077,13.0,2024-05-01,0,1,0
13I,AHIJ005K703,13,13,125.0,117.0,65.0,True,0.0,13.0,2024-05-01,0,1,0
13I,AHIJ005K704,13,10,93.0,89.0,34.0,True,0.23076923076923078,13.0,2024-05-01,0,1,0
13I,AHIJ005K705,13,8,56.0,48.0,20.0,True,0.38461538461538464,13.0,2024-05-01,0,1,0
13I,AHIJ005K706,13,10,90.0,86.0,40.0,True,0.23076923076923078,13.0,2024-05-01,0,1,0
13I,AHIJ005K707,13,12,113.0,107.0,53.0,True,0.07692307692307693,13.0,2024-05-01,0,1,0
13I,AHIJ005K708,13,9,46.0,42.0,16.0,True,0.3076923076923077,13.0,2024-05-01,0,1,0
13I,AHIJ005K709,13,8,74.0,70.0,54.0,True,0.38461538461538464,13.0,2024-05-01,0,1,0
13I,AHIJ005K710,13,12,189.0,181.0,107.0,True,0.07692307692307693,13.0,2024-05-01,0,1,0
13I,AHIJ005K711,11,6,36.0,36.0,26.0,False,0.45454545454545453,11.0,2024-03-01,2,1,0
13I,AHIJ005K712,13,9,74.0,66.0,46.0,True,0.3076923076923077,13.0,2024-05-01,0,1,0
13I,AHIJ005K713,13,11,85.0,81.0,51.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K714,13,8,106.0,96.0,22.0,True,0.38461538461538464,13.0,2024-05-01,0,1,0
13I,AHIJ005K715,13,11,104.0,100.0,52.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K716,13,11,107.0,103.0,47.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K717,13,11,77.0,73.0,39.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K718,13,10,92.0,88.0,38.0,True,0.23076923076923078,13.0,2024-05-01,0,1,0
13I,AHIJ005K719,13,11,90.0,84.0,52.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K720,13,11,97.0,91.0,47.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K721,13,11,46.0,42.0,21.0,True,0.15384615384615385,13.0,2024-05-01,0,1,0
13I,AHIJ005K722,13,12,136.0,126.0,70.0,True,0.07692307692307693,13.0,2024-05-01,0,1,0
13I,AHIJ005K723,13,13,126.0,114.0,72.0,True,0.0,13.0,2024-05-01,0,1,0
13I,AHIJ005K724,12,12,184.0,184.0,94.0,True,0.0,12.0,2024-05-01,0,1,0
13I,AHIJ005K725,9,9,1288.0,1288.0,1010.0,True,0.0,9.0,2024-05-01,0,1,0
13I,AHIJ005K726,3,2,24.0,24.0,24.0,True,0.3333333333333333,3.0,2024-05-01,0,1,0
13I,AHIJ005KSB,12,10,74.0,74.0,23.0,True,0.16666666666666666,12.0,2024-05-01,0,1,0
13I,AHIJ005KSW,13,13,2570.0,2448.0,1068.0,True,0.0,13.0,2024-05-01,0,1,0
13I,AHIJ020KP701,5,3,7.0,7.0,7.0,False,0.4,5.0,2024-01-01,4,0,0
13I,AHIJ020KP702,6,4,8.0,8.0,8.0,False,0.3333333333333333,6.0,2024-01-01,4,0,0
13I,AHIJ020KP703,11,4,6.0,6.0,4.0,False,0.6363636363636364,11.0,2024-03-01,2,1,0
13I,AHIJ020KP704,9,3,5.0,5.0,4.0,False,0.6666666666666666,9.0,2024-03-01,2,1,0
13I,AHIJ020KP705,9,3,5.0,5.0,4.0,False,0.6666666666666666,9.0,2024-03-01,2,1,0
13I,AHIJ020KP706,8,3,3.0,3.0,2.0,False,0.625,8.0,2024-02-01,3,1,0
13I,AHIJ020KP707,5,2,2.0,2.0,2.0,False,0.6,5.0,2023-11-01,6,0,0
13I,AHIJ020KP708,1,1,3.0,3.0,3.0,False,0.0,1.0,2023-11-01,6,0,0
13I,AHIJ020KP709,9,7,48.0,48.0,7.0,False,0.2222222222222222,9.0,2024-03-01,2,1,0
13I,AHIJ020KP710,10,8,13.0,13.0,9.0,False,0.2,10.0,2024-03-01,2,1,0
13I,AHIJ020KP711,5,2,4.0,4.0,4.0,False,0.6,5.0,2024-03-01,2,1,0
13I,AHIJ020KP712,11,6,11.0,11.0,4.0,True,0.45454545454545453,11.0,2024-05-01,0,1,0
13I,AHIJ020KP713,11,7,13.0,13.0,8.0,True,0.36363636363636365,11.0,2024-05-01,0,1,0
13I,AHIJ020KP714,7,4,22.0,22.0,20.0,True,0.42857142857142855,7.0,2024-05-01,0,1,0
13I,AHIJ020KP715,12,8,15.0,15.0,7.0,True,0.3333333333333333,12.0,2024-05-01,0,1,0
13I,AHIJ020KP716,6,4,5.0,5.0,5.0,False,0.3333333333333333,6.0,2023-11-01,6,0,0
13I,AHIJ020KP717,4,2,2.0,2.0,2.0,False,0.5,4.0,2024-02-01,3,1,0
13I,AHIJ020KP718,11,5,7.0,7.0,2.0,True,0.5454545454545454,11.0,2024-05-01,0,1,0
13I,AHIJ020KP719,10,5,6.0,6.0,2.0,False,0.5,10.0,2024-03-01,2,1,0
13I,AHIJ020KP720,3,2,2.0,2.0,2.0,False,0.3333333333333333,3.0,2023-11-01,6,0,0
13I,AHIJ020KP721,5,2,3.0,3.0,3.0,False,0.6,5.0,2024-03-01,2,1,0
13I,AHIJ020KP722,3,2,2.0,2.0,2.0,False,0.3333333333333333,3.0,2024-01-01,4,0,0
13I,AHIJ020KP723,10,9,126.0,126.0,83.0,True,0.1,10.0,2024-05-01,0,1,0
13I,AHIJ020KP724,10,6,13.0,13.0,5.0,False,0.4,10.0,2024-03-01,2,1,0
13I,AHIJ020KP725,9,9,254.0,254.0,234.0,True,0.0,9.0,2024-05-01,0,1,0
13I,AHIJ020KP726,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AHIJ020KPSB,10,3,4.0,4.0,2.0,True,0.7,10.0,2024-05-01,0,1,0
13I,AHIJ020KPSW,13,13,357.0,339.0,137.0,True,0.0,13.0,2024-05-01,0,1,0
13I,AJKL001K11,18,18,1704.0,1035.0,283.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K12,18,16,340.0,69.0,47.0,True,0.1111111111111111,18.0,2024-05-01,0,1,0
13I,AJKL001K15,18,18,547.0,168.0,68.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K16,18,18,526.0,165.0,75.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K17,18,18,1412.0,700.0,353.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K33,18,18,1431.0,719.0,296.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K36,18,18,1357.0,692.0,240.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K37,18,18,552.0,191.0,68.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K38,18,18,1096.0,562.0,296.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K39,18,18,852.0,429.0,183.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K41,18,18,590.0,152.0,78.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K43,18,17,477.0,136.0,25.0,True,0.05555555555555555,18.0,2024-05-01,0,1,0
13I,AJKL001K45,18,18,845.0,421.0,162.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K46,18,16,375.0,56.0,20.0,True,0.1111111111111111,18.0,2024-05-01,0,1,0
13I,AJKL001K47,17,16,451.0,165.0,55.0,False,0.058823529411764705,17.0,2024-04-01,1,1,0
13I,AJKL001K49,17,17,512.0,182.0,51.0,False,0.0,17.0,2024-04-01,1,1,0
13I,AJKL001K61,18,18,437.0,130.0,60.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K62,18,18,662.0,180.0,74.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K63,17,17,435.0,155.0,45.0,False,0.0,17.0,2024-04-01,1,1,0
13I,AJKL001K64,18,16,389.0,81.0,26.0,True,0.1111111111111111,18.0,2024-05-01,0,1,0
13I,AJKL001K65,18,17,347.0,70.0,24.0,True,0.05555555555555555,18.0,2024-05-01,0,1,0
13I,AJKL001K66,18,18,501.0,198.0,60.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K69,18,16,338.0,44.0,14.0,True,0.1111111111111111,18.0,2024-05-01,0,1,0
13I,AJKL001K72,18,18,848.0,376.0,167.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K77,18,17,676.0,200.0,27.0,True,0.05555555555555555,18.0,2024-05-01,0,1,0
13I,AJKL001K78,17,14,334.0,93.0,30.0,False,0.17647058823529413,17.0,2024-04-01,1,1,0
13I,AJKL001K79,18,18,460.0,125.0,48.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K88,18,17,689.0,201.0,73.0,True,0.05555555555555555,18.0,2024-05-01,0,1,0
13I,AJKL001K91,18,18,691.0,315.0,69.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K92,18,18,786.0,342.0,153.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001K98,18,18,720.0,314.0,147.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001KSB,18,18,8181.0,3924.0,1611.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001KSBM,18,18,2763.0,1641.0,692.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001KSW,18,18,16068.0,8311.0,3322.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001KSWM,18,18,2455.0,1222.0,526.0,True,0.0,18.0,2024-05-01,0,1,0
13I,AJKL001KW11,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-02-01,3,1,0
13I,AJKL001KW17,1,1,2.0,2.0,2.0,True,0.0,1.0,2024-05-01,0,1,0
13I,AJKL001KW33,4,2,5.0,5.0,5.0,True,0.5,4.0,2024-05-01,0,1,0
13I,AJKL001KW36,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-02-01,3,1,0
13I,AJKL001KW38,1,1,2.0,2.0,2.0,True,0.0,1.0,2024-05-01,0,1,0
13I,AJKL001KW77,1,1,8.0,8.0,8.0,False,0.0,1.0,2024-02-01,3,1,0
13I,AJKL001KW88,4,3,26.0,26.0,26.0,True,0.25,4.0,2024-05-01,0,1,0
13I,AJKL001KW92,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-02-01,3,1,0
13I,AJKL001KWSB,4,2,59.0,59.0,59.0,True,0.5,4.0,2024-05-01,0,1,0
13I,AJKL001KWSW,4,4,124.0,124.0,124.0,True,0.0,4.0,2024-05-01,0,1,0
13I,AJKL200C11,4,3,36.0,36.0,36.0,True,0.25,4.0,2024-05-01,0,1,0
13I,AJKL200C16,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200C17,1,1,24.0,24.0,24.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200C33,3,3,48.0,48.0,48.0,False,0.0,3.0,2024-04-01,1,1,0
13I,AJKL200C36,4,4,72.0,72.0,72.0,True,0.0,4.0,2024-05-01,0,1,0
13I,AJKL200C38,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200C41,3,2,24.0,24.0,24.0,True,0.3333333333333333,3.0,2024-05-01,0,1,0
13I,AJKL200C47,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200C61,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200C62,1,1,24.0,24.0,24.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200C72,4,3,48.0,48.0,48.0,True,0.25,4.0,2024-05-01,0,1,0
13I,AJKL200C79,2,2,24.0,24.0,24.0,False,0.0,2.0,2024-04-01,1,1,0
13I,AJKL200C88,4,3,48.0,48.0,48.0,True,0.25,4.0,2024-05-01,0,1,0
13I,AJKL200C92,1,1,24.0,24.0,24.0,False,0.0,1.0,2024-03-01,2,1,0
13I,AJKL200CSB,4,4,372.0,372.0,372.0,True,0.0,4.0,2024-05-01,0,1,0
13I,AJKL200CSBM,3,3,96.0,96.0,96.0,True,0.0,3.0,2024-05-01,0,1,0
13I,AJKL200CSW,4,4,324.0,324.0,324.0,True,0.0,4.0,2024-05-01,0,1,0
13I,AJKL200CSWM,2,2,36.0,36.0,36.0,False,0.0,2.0,2024-04-01,1,1,0
13I,AKLM001K901,15,15,1623.0,1220.0,548.0,True,0.0,15.0,2024-05-01,0,1,0
13I,AKLM001K902,15,15,1525.0,1059.0,435.0,True,0.0,15.0,2024-05-01,0,1,0
13I,AKLM001K903,15,8,154.0,40.0,19.0,True,0.4666666666666667,15.0,2024-05-01,0,1,0
13I,AKLM001K904,15,15,512.0,351.0,184.0,True,0.0,15.0,2024-05-01,0,1,0
13I,AKLM005K901,15,14,284.0,232.0,94.0,True,0.06666666666666667,15.0,2024-05-01,0,1,0
13I,AKLM005K902,15,13,252.0,194.0,108.0,True,0.13333333333333333,15.0,2024-05-01,0,1,0
13I,AKLM005K903,7,3,48.0,48.0,44.0,False,0.5714285714285714,7.0,2023-09-01,8,0,0
13I,AKLM005K904,10,6,26.0,26.0,18.0,False,0.4,10.0,2023-12-01,5,0,0
13I,AKLM020KP901,15,11,124.0,116.0,30.0,True,0.26666666666666666,15.0,2024-05-01,0,1,0
13I,AKLM020KP902,13,11,56.0,51.0,27.0,False,0.15384615384615385,13.0,2024-03-01,2,1,0
13I,AKLM020KP903,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-06-01,11,0,0
13I,AKLM020KP904,11,3,5.0,5.0,1.0,False,0.7272727272727273,11.0,2024-03-01,2,1,0
13I,AMNO001K,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-05-01,12,0,0
13I,ANOP001KSG,1,1,3.0,3.0,3.0,False,0.0,1.0,2024-02-01,3,1,0
13I,AOPQ200CA,1,1,3.0,3.0,3.0,False,0.0,1.0,2023-10-01,7,0,0
13I,AOPQ200CB,1,1,3.0,3.0,3.0,False,0.0,1.0,2023-10-01,7,0,0
13I,APQR005K010,41,40,543.0,84.0,48.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,APQR005K102,41,41,1716.0,328.0,136.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K104,41,41,990.0,210.0,88.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K202,41,41,840.0,129.0,68.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K203,41,39,348.0,81.0,42.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
13I,APQR005K204,34,26,197.0,28.0,12.0,False,0.23529411764705882,34.0,2023-10-01,7,0,0
13I,APQR005K206,24,4,10.0,2.0,2.0,False,0.8333333333333334,24.0,2022-12-01,17,0,0
13I,APQR005K301,1,1,2.0,2.0,2.0,False,0.0,1.0,2021-09-01,32,0,0
13I,APQR005K302,41,41,694.0,129.0,53.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K303,41,41,702.0,150.0,37.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K304,40,37,338.0,55.0,24.0,False,0.075,40.0,2024-04-01,1,1,0
13I,APQR005K305,41,40,475.0,77.0,43.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,APQR005K306,41,41,1051.0,198.0,96.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K307,41,41,666.0,89.0,35.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K402,41,41,1473.0,325.0,149.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K403,41,39,549.0,120.0,57.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
13I,APQR005K404,41,41,1236.0,222.0,93.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K405,41,41,814.0,191.0,112.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K501,40,39,483.0,69.0,37.0,False,0.025,40.0,2024-04-01,1,1,0
13I,APQR005K502,41,41,764.0,119.0,44.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K503,41,41,3072.0,435.0,237.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K504,41,41,1540.0,284.0,133.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K506,33,30,307.0,86.0,42.0,True,0.09090909090909091,33.0,2024-05-01,0,1,0
13I,APQR005K601,41,41,1737.0,326.0,149.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K602,41,41,1772.0,297.0,135.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K603,41,41,1331.0,230.0,88.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K604,32,30,271.0,73.0,28.0,True,0.0625,32.0,2024-05-01,0,1,0
13I,APQR005K702,40,38,512.0,70.0,28.0,False,0.05,40.0,2024-04-01,1,1,0
13I,APQR005K703,41,38,516.0,96.0,53.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
13I,APQR005K801,41,41,1822.0,395.0,198.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005K805,36,18,149.0,4.0,4.0,False,0.5,36.0,2023-12-01,5,0,0
13I,APQR005KBA,41,41,4051.0,1149.0,611.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005KBB,41,41,3209.0,1001.0,458.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005KBC,41,41,1954.0,372.0,171.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005KMW,38,37,371.0,104.0,56.0,False,0.02631578947368421,38.0,2024-02-01,3,1,0
13I,APQR005KSB,41,41,577.0,128.0,36.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR005KSW,41,41,24318.0,4367.0,2069.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR020KP010,41,24,66.0,30.0,9.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
13I,APQR020KP102,39,28,70.0,22.0,6.0,True,0.28205128205128205,39.0,2024-05-01,0,1,1
13I,APQR020KP104,41,25,52.0,21.0,12.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
13I,APQR020KP202,39,19,35.0,9.0,3.0,False,0.5128205128205128,39.0,2024-04-01,1,1,0
13I,APQR020KP203,40,11,22.0,3.0,2.0,False,0.725,40.0,2024-04-01,1,1,0
13I,APQR020KP204,22,7,13.0,2.0,2.0,False,0.6818181818181818,22.0,2022-12-01,17,0,0
13I,APQR020KP302,40,30,100.0,12.0,10.0,True,0.25,40.0,2024-05-01,0,1,1
13I,APQR020KP303,41,24,48.0,6.0,2.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
13I,APQR020KP304,41,23,39.0,7.0,4.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
13I,APQR020KP305,37,17,21.0,6.0,6.0,False,0.5405405405405406,37.0,2024-01-01,4,0,0
13I,APQR020KP306,41,33,121.0,11.0,8.0,True,0.1951219512195122,41.0,2024-05-01,0,1,1
13I,APQR020KP307,39,23,50.0,9.0,4.0,False,0.41025641025641024,39.0,2024-03-01,2,1,0
13I,APQR020KP402,40,39,310.0,70.0,25.0,False,0.025,40.0,2024-04-01,1,1,0
13I,APQR020KP403,37,27,67.0,30.0,10.0,False,0.2702702702702703,37.0,2024-01-01,4,0,0
13I,APQR020KP404,41,32,94.0,16.0,6.0,True,0.21951219512195122,41.0,2024-05-01,0,1,1
13I,APQR020KP405,41,24,46.0,13.0,4.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
13I,APQR020KP501,36,20,48.0,12.0,3.0,False,0.4444444444444444,36.0,2023-12-01,5,0,0
13I,APQR020KP502,36,28,71.0,25.0,12.0,False,0.2222222222222222,36.0,2023-12-01,5,0,0
13I,APQR020KP503,41,40,285.0,47.0,16.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,APQR020KP504,41,32,108.0,27.0,14.0,True,0.21951219512195122,41.0,2024-05-01,0,1,1
13I,APQR020KP506,25,14,36.0,12.0,7.0,False,0.44,25.0,2024-04-01,1,1,0
13I,APQR020KP601,41,34,100.0,18.0,9.0,True,0.17073170731707318,41.0,2024-05-01,0,1,1
13I,APQR020KP602,41,34,140.0,26.0,14.0,True,0.17073170731707318,41.0,2024-05-01,0,1,1
13I,APQR020KP603,41,27,68.0,12.0,3.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
13I,APQR020KP604,30,13,35.0,10.0,8.0,False,0.5666666666666667,30.0,2024-03-01,2,1,0
13I,APQR020KP702,33,17,31.0,9.0,4.0,False,0.48484848484848486,33.0,2023-09-01,8,0,0
13I,APQR020KP703,38,17,29.0,6.0,1.0,False,0.5526315789473685,38.0,2024-02-01,3,1,0
13I,APQR020KP801,40,40,231.0,50.0,27.0,False,0.0,40.0,2024-04-01,1,1,0
13I,APQR020KP805,11,5,8.0,8.0,3.0,False,0.5454545454545454,11.0,2021-11-01,30,0,0
13I,APQR020KPBA,41,41,1306.0,345.0,181.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR020KPBB,41,41,815.0,248.0,139.0,True,0.0,41.0,2024-05-01,0,1,1
13I,APQR020KPBC,41,38,310.0,48.0,14.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
13I,APQR020KPMW,36,23,101.0,19.0,12.0,False,0.3611111111111111,36.0,2023-12-01,5,0,0
13I,APQR020KPSB,39,19,32.0,9.0,3.0,False,0.5128205128205128,39.0,2024-04-01,1,1,0
13I,APQR020KPSW,41,41,4733.0,1026.0,311.0,True,0.0,41.0,2024-05-01,0,1,1
13I,AQRS001K,41,41,9923.0,2304.0,1059.0,True,0.0,41.0,2024-05-01,0,1,1
13I,AQRS005K,41,41,5102.0,1112.0,494.0,True,0.0,41.0,2024-05-01,0,1,1
13I,AQRS025KP,41,35,152.0,30.0,13.0,True,0.14634146341463414,41.0,2024-05-01,0,1,1
13I,ARST005KBA,41,41,1858.0,231.0,107.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ARST005KBB,41,40,715.0,114.0,56.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,ARST005KBC,38,27,307.0,29.0,23.0,False,0.2894736842105263,38.0,2024-03-01,2,1,0
13I,ARST005KSW,39,27,324.0,42.0,14.0,False,0.3076923076923077,39.0,2024-03-01,2,1,0
13I,ARST025KPBA,41,40,1086.0,186.0,85.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,ARST025KPBB,39,34,145.0,25.0,17.0,False,0.1282051282051282,39.0,2024-04-01,1,1,0
13I,ARST025KPBC,37,10,41.0,6.0,6.0,False,0.7297297297297297,37.0,2024-03-01,2,1,0
13I,ARST025KPSW,35,23,207.0,38.0,19.0,False,0.34285714285714286,35.0,2023-12-01,5,0,0
13I,ATUV005K614,41,41,952.0,281.0,130.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K641,41,41,1261.0,354.0,160.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K643,41,39,497.0,191.0,76.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
13I,ATUV005K660,41,41,562.0,159.0,74.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K661,41,41,1026.0,270.0,122.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K662,41,40,473.0,129.0,59.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,ATUV005K663,41,40,941.0,253.0,117.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,ATUV005K670,41,41,610.0,195.0,99.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K680,41,38,536.0,149.0,80.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
13I,ATUV005K681,41,41,919.0,260.0,136.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K683,41,41,782.0,210.0,124.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K685,41,39,741.0,162.0,82.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
13I,ATUV005K686,41,41,1863.0,606.0,248.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K688,41,38,574.0,225.0,110.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
13I,ATUV005K690,41,41,1361.0,302.0,140.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K691,41,41,1322.0,362.0,136.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV005K692,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-05-01,36,0,0
13I,ATUV005K694,41,40,1585.0,488.0,229.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
13I,ATUV005KMW,41,31,205.0,84.0,30.0,True,0.24390243902439024,41.0,2024-05-01,0,1,1
13I,ATUV005KSW,41,41,37926.0,11707.0,5887.0,True,0.0,41.0,2024-05-01,0,1,1
13I,ATUV020KP614,41,37,198.0,75.0,48.0,True,0.0975609756097561,41.0,2024-05-01,0,1,1
13I,ATUV020KP641,40,35,139.0,74.0,38.0,True,0.125,40.0,2024-05-01,0,1,1
13I,ATUV020KP643,39,25,127.0,76.0,68.0,True,0.358974358974359,39.0,2024-05-01,0,1,1
13I,ATUV020KP660,39,17,37.0,19.0,11.0,True,0.5641025641025641,39.0,2024-05-01,0,1,1
13I,ATUV020KP661,38,28,83.0,40.0,19.0,False,0.2631578947368421,38.0,2024-03-01,2,1,0
13I,ATUV020KP662,38,20,48.0,15.0,4.0,True,0.47368421052631576,38.0,2024-05-01,0,1,1
13I,ATUV020KP663,40,25,68.0,27.0,16.0,True,0.375,40.0,2024-05-01,0,1,1
13I,ATUV020KP670,38,31,128.0,37.0,18.0,True,0.18421052631578946,38.0,2024-05-01,0,1,1
13I,ATUV020KP680,40,27,82.0,23.0,8.0,False,0.325,40.0,2024-04-01,1,1,0
13I,ATUV020KP681,41,29,125.0,45.0,26.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
13I,ATUV020KP683,39,20,49.0,17.0,13.0,True,0.48717948717948717,39.0,2024-05-01,0,1,1
13I,ATUV020KP685,37,20,55.0,28.0,24.0,False,0.4594594594594595,37.0,2024-03-01,2,1,0
13I,ATUV020KP686,40,33,121.0,51.0,29.0,True,0.175,40.0,2024-05-01,0,1,1
13I,ATUV020KP688,37,25,81.0,30.0,20.0,False,0.32432432432432434,37.0,2024-04-01,1,1,0
13I,ATUV020KP690,40,34,137.0,33.0,20.0,True,0.15,40.0,2024-05-01,0,1,1
13I,ATUV020KP691,41,35,151.0,43.0,27.0,True,0.14634146341463414,41.0,2024-05-01,0,1,1
13I,ATUV020KP694,39,33,168.0,60.0,33.0,True,0.15384615384615385,39.0,2024-05-01,0,1,1
13I,ATUV020KPMW,40,21,82.0,30.0,8.0,True,0.475,40.0,2024-05-01,0,1,1
13I,ATUV020KPSW,41,41,13175.0,4928.0,2650.0,True,0.0,41.0,2024-05-01,0,1,1
13I,AUVW001KA,29,2,25.0,24.0,24.0,False,0.9310344827586207,29.0,2023-11-01,6,0,0
13I,AUVW001KASP,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-07-01,10,0,0
13I,AVWX004KRP,41,41,4164.0,1083.0,484.0,True,0.0,41.0,2024-05-01,0,1,1
